"gene","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000287099",0,0,0,0,0,0
"ENSG00000287100",1,6.442,6,4,6,3
"ENSG00000287101",0,0,0,0,0,0
"ENSG00000287102",0,0,0,0,0,0
"ENSG00000287103",0,0,0,0,0,0
"ENSG00000287104",11,9,31,15,33,5
"ENSG00000287105",0,2.032,5.029,1,1,2
"ENSG00000287106",0,0,0,0,0,0
"ENSG00000287107",0,0,0,0,0,0
"ENSG00000287108",2.285,5.014,5.055,11.835,11.703,7.405
"ENSG00000287109",0,6.648,3.266,2.145,2.001,1.618
"ENSG00000287111",0,0,0,0,0,0
"ENSG00000287112",2,1,4,1,5,0
"ENSG00000287113",0,0,0,0,0,0
"ENSG00000287114",0,0,0,0,0,0
"ENSG00000287117",5.182,1.89,2.428,0,5.453,10.566
"ENSG00000287118",0,2.19,2.386,8.124,4.758,5.945
"ENSG00000287119",0,11,0,0,0,7
"ENSG00000287120",1.432,10.043,0,1.967,0,0
"ENSG00000287121",0,0,0,0,0,0
"ENSG00000287122",0,0,1,3,2,5
"ENSG00000287123",0,0,0,0,0,0
"ENSG00000287124",0,18,25,21,62,9
"ENSG00000287125",8.078,6.767,1.057,3.731,9.266,4.904
"ENSG00000287126",141.472,100.306,102.103,74.531,211.566,60.591
"ENSG00000287127",40,1,15,2,61,0
"ENSG00000287128",0,0,0,0,0,0
"ENSG00000287129",0,1,2,2,0,0
"ENSG00000287130",1.956,6.419,8.635,19.595,0,8.112
"ENSG00000287131",0,4,3,1,0,0
"ENSG00000287132",0,0,0,0,0,0
"ENSG00000287133",0,0,2.022,0,0,0
"ENSG00000287134",0,4.509,4.421,6.106,5.999,0
"ENSG00000287135",0,0,0,0,0,0
"ENSG00000287136",0,0,0,0,0,0
"ENSG00000287137",0,0,0,0,0,0
"ENSG00000287138",0,0,0,0,0,0
"ENSG00000287139",0,0,0,0,0,0
"ENSG00000287140",0,14.781,11.8,5.696,4.044,9.47
"ENSG00000287141",0,0,0,0,0,0
"ENSG00000287142",0,0,0.9,0,1,0
"ENSG00000287143",1.004,1.001,1.426,5.648,0,0
"ENSG00000287144",0,0,1.11,0,1.121,0
"ENSG00000287145",0,0,0,0,0,0
"ENSG00000287146",0,0,0,0,0,0
"ENSG00000287147",0,0,0,0,0,0
"ENSG00000287149",0,0,0,0,0,0
"ENSG00000287150",0,0,0,0,0,0
"ENSG00000287152",0,0,0,0,0,0
"ENSG00000287153",0,0,0,0,0,0
"ENSG00000287154",0,0,0,0,0,0
"ENSG00000287155",0,0,0,0,0,0
"ENSG00000287156",0,0,0,0,0,1
"ENSG00000287157",0,0,0,4,1,1
"ENSG00000287158",6,0,3,0,7.028,0
"ENSG00000287159",0,0,0,0,0,0
"ENSG00000287160",507.063,268.374,746.472,292.83,506.716,192.37
"ENSG00000287161",0,0,0,0,0,0
"ENSG00000287162",0,0,0,0,0,0
"ENSG00000287163",0,0,0,0,0,0
"ENSG00000287164",0,0,0,0,0,0
"ENSG00000287165",0,0,0,0,0,0
"ENSG00000287166",0,0,6,0,6,3
"ENSG00000287167",0,2,2,0,0,0
"ENSG00000287168",2,17,58,31,54,10
"ENSG00000287169",0,0,0,0,0,0
"ENSG00000287170",6.093,32.808,25.931,44.018,16.26,25.411
"ENSG00000287171",4.573,9.451,6.759,3.817,2.465,13.748
"ENSG00000287172",0,0,0,0,0,0
"ENSG00000287173",0,0,0,0,0,0
"ENSG00000287174",0,0,0,0,0,0
"ENSG00000287175",0,1.001,1.002,1,0,2
"ENSG00000287176",1,0,2.004,3.004,0,4
"ENSG00000287177",2,5.103,4.137,6.029,4.848,3.028
"ENSG00000287178",0,0,2,0,6,0
"ENSG00000287179",0,0,0,0,0,0
"ENSG00000287180",0,0,0,0,0,0
"ENSG00000287181",1.193,3.001,1.981,1.016,1.001,0
"ENSG00000287182",2.575,13.758,3.901,3.804,8.522,4.751
"ENSG00000287183",0,0,0,0,0,0
"ENSG00000287184",0,0,0,0,0,0
"ENSG00000287185",0,10.33,8.383,8.793,1,16.231
"ENSG00000287186",0,0,0,0,0,0
"ENSG00000287187",0,0,0,0,0,0
"ENSG00000287188",1,1.009,4,0,2,2
"ENSG00000287189",73.193,3,27.094,2,40.937,4.02
"ENSG00000287190",4.115,20.993,28.182,10.815,33.633,22.71
"ENSG00000287191",0,0,0,0,0,0
"ENSG00000287192",0,19.416,13.765,17.354,4.102,12.026
"ENSG00000287193",2.993,26.351,5.358,11.495,16.986,14.929
"ENSG00000287194",0,0,0,0,0,0
"ENSG00000287195",0,0,0,0,0,0
"ENSG00000287196",0,0,0,0,0,0
"ENSG00000287197",0,1,2.084,3,2.053,1
"ENSG00000287198",0,1,0,0,0,0
"ENSG00000287199",0,0,0,0,0,0
"ENSG00000287200",0,12.619,14.791,15.982,16.349,1.126
"ENSG00000287201",0,3,3,2,0,0
"ENSG00000287202",3,2,4.013,3,0,0
"ENSG00000287203",0,0,0,0,0,0
"ENSG00000287204",0,0,0,0,0,0
"ENSG00000287205",0,0,0,0,0,0
"ENSG00000287206",0,0,0,0,0,0
"ENSG00000287207",6.884,2.645,6.468,10.462,9.577,5.956
"ENSG00000287208",2,0,0,0,1,0
"ENSG00000287209",0,0,0,0,0,0
"ENSG00000287210",0,0,0,0,0,0
"ENSG00000287211",0,0,0,0,0,0
"ENSG00000287212",0,0,0,0,0,0
"ENSG00000287213",1,0,0,0,0,0
"ENSG00000287214",0.963,17.009,6.075,13.682,1,2
"ENSG00000287215",0,0,0,0,0,0
"ENSG00000287216",0,8,9,8,13,4
"ENSG00000287217",0,1.143,0,1.001,1,0
"ENSG00000287218",13,2,5,2,3,0
"ENSG00000287219",0,0,0,0,0,0
"ENSG00000287220",0,0,0,0,0,0
"ENSG00000287221",0,1.964,3.012,3.14,0,2.001
"ENSG00000287222",10.084,11.3,18.865,17.044,9.061,6.045
"ENSG00000287223",20.262,27.411,55.253,19.814,39.224,11.699
"ENSG00000287224",0,1,0,0,1,1
"ENSG00000287225",0,0,0,0,1,0
"ENSG00000287226",0,35.419,12.674,24.42,9.545,11.095
"ENSG00000287227",1,0,2.304,0,5.114,4.372
"ENSG00000287229",0,0,0,1,0,0
"ENSG00000287230",0,0,0,0,0,0
"ENSG00000287231",0,0,0,0,0,0
"ENSG00000287232",4.98,1,2.996,0.989,0,0
"ENSG00000287233",5.087,2.004,2.013,1.003,3.493,0
"ENSG00000287234",0,0,0,0,0,0
"ENSG00000287235",0,1,0,0,0,1
"ENSG00000287236",0,17.552,9.816,9.252,3.736,0
"ENSG00000287237",0,0,0,0,0,0
"ENSG00000287238",11.67,26.574,4.919,16.828,15.731,25.318
"ENSG00000287239",0,0,0,0,0,0
"ENSG00000287240",0,0,0,0,0,0
"ENSG00000287241",0,2.04,1.124,9.332,0,0
"ENSG00000287242",0,0,0,0,0,3.611
"ENSG00000287244",0,0,0,0,1,0
"ENSG00000287245",0,1.856,2,4.296,0,5.77
"ENSG00000287246",0,0,0,0,0,0
"ENSG00000287247",0,0,0,0,0,0
"ENSG00000287248",8,0,4,2.944,2.884,1.222
"ENSG00000287249",3.757,11.086,0,10.684,0,7.025
"ENSG00000287250",0,5,1,0,1,0
"ENSG00000287251",0,0,0,0,0,0
"ENSG00000287252",0,10,5.999,16,15,11
"ENSG00000287253",0,0,0,0,0,0
"ENSG00000287254",1.075,5.967,5.41,12.68,4.367,2.754
"ENSG00000287255",0,26,99.999,17,32,6
"ENSG00000287256",0,3,0,0,0,0
"ENSG00000287257",0,0,1,0,0,0
"ENSG00000287258",15.01,24.256,36.894,18.188,30.036,15.052
"ENSG00000287259",6,1.044,3.351,4,2.082,2
"ENSG00000287260",5.368,20.908,14.01,9.132,10.088,1.132
"ENSG00000287262",0,14.291,11.518,21.995,7.447,9.429
"ENSG00000287263",122.394,240.896,184.858,180.003,204.815,111.746
"ENSG00000287264",7,0,1,1,9,0
"ENSG00000287265",5.035,34.266,70.032,67.679,45.359,28.276
"ENSG00000287266",0,0,0,0,0,0
"ENSG00000287267",0,0,0,0,0,0
"ENSG00000287268",0,0,0,0,0,0
"ENSG00000287269",0,0,0,0,0,0
"ENSG00000287270",0,0,0,0,0,0
"ENSG00000287271",11.193,67.115,37.719,60.737,38.782,12.716
"ENSG00000287272",0,0,0,0,0,0
"ENSG00000287273",0,0,0,0,0,0
"ENSG00000287274",0,0,1,0,0,0
"ENSG00000287275",2.351,5.611,5.554,3.258,1.391,3.452
"ENSG00000287277",43.696,588.048,289.549,390.817,192.984,107.594
"ENSG00000287278",0,2.892,0.75,4.003,1,0
"ENSG00000287279",0,0,1,0,0,0
"ENSG00000287280",0,0,0,0,0,0
"ENSG00000287281",0,2.002,0,4.001,1.733,0
"ENSG00000287282",0,0,0,0,0,0
"ENSG00000287283",0,0,1,3,0,0
"ENSG00000287284",0,0,1,2.987,1,0
"ENSG00000287285",0,0,0,0,0,0
"ENSG00000287286",1.319,11.058,1.142,6.394,3.466,1.365
"ENSG00000287287",0,0,0,2.002,1.002,2.025
"ENSG00000287288",0,0,0,0,0,0
"ENSG00000287289",0,16.268,8.271,14.21,6.163,0
"ENSG00000287290",0,0,0,0,0,0
"ENSG00000287291",0,0,0,0,0,0
"ENSG00000287292",5.077,19.737,11.177,4,20.29,1.976
"ENSG00000287293",0,0,0,0,0,0
"ENSG00000287294",0,0,0,0,0,0
"ENSG00000287295",0,0,0,0,0,0
"ENSG00000287296",5,0,8,2,34,5
"ENSG00000287297",0,0,0,0,0,0
"ENSG00000287298",0,0,0,0,0,0
"ENSG00000287299",3.994,1.238,4.079,7.639,6.524,3.259
"ENSG00000287300",18,3,17.999,0,7.007,0.949
"ENSG00000287301",0,0,0,0,0,0
"ENSG00000287302",0,0,0,0,0,0
"ENSG00000287303",0,0,1.051,3.116,0,1.028
"ENSG00000287305",0,0,0,0,0,0
"ENSG00000287306",11.494,87.58,65.83,103.281,50.777,32.506
"ENSG00000287307",0,1.069,0,0,0,0
"ENSG00000287308",0,0,0,0,0,0
"ENSG00000287309",0,1.989,2.645,7.941,1.08,0
"ENSG00000287310",2.551,4.534,1,1.384,4,0
"ENSG00000287311",4.803,39.322,19.084,21.528,21.858,4.635
"ENSG00000287312",0,0,1.26,6.998,0,0
"ENSG00000287313",1.04,6.406,3.124,14.693,8.296,2.297
"ENSG00000287314",0,0,0,0,0,0
"ENSG00000287315",0,4,0,2,3,0
"ENSG00000287316",0,0,0,0,0,0
"ENSG00000287317",0,0,0,0,0,0
"ENSG00000287318",0,0,0,0,1,0
"ENSG00000287319",0,1,3,2.996,1,2.965
"ENSG00000287320",1,3.029,3.992,3.588,2.006,1.001
"ENSG00000287321",0,0,0,0,0,0
"ENSG00000287322",0,1,0,1.002,0,0
"ENSG00000287323",0,0,0,1,0,0
"ENSG00000287324",0,0,0,0,0,0
"ENSG00000287325",0,0,0,0,0,0
"ENSG00000287326",88,0,32,0,38,3
"ENSG00000287327",0,0,0,0,0,0
"ENSG00000287328",0,0,0,0,0,0
"ENSG00000287329",1,0,0,0,0,0
"ENSG00000287330",0,0,0,0,0,0
"ENSG00000287331",65,2,30,0,10,6
"ENSG00000287332",0,0,0,0,0,0
"ENSG00000287333",0,0,0,0,0,0
"ENSG00000287334",0,0,0,3.02,0,6.002
"ENSG00000287335",0,2.682,13.967,2.997,15.597,4.011
"ENSG00000287336",4,0,1,0,1,0
"ENSG00000287337",0,0,0,0,4,0
"ENSG00000287338",0,2.042,6.004,4.986,6.227,11.03
"ENSG00000287339",0,0,0,0,0,10
"ENSG00000287340",0,0,0,0,0,0
"ENSG00000287342",1,1,2,4,2.839,0
"ENSG00000287343",0,0,0,0,2,0
"ENSG00000287344",0,0,0,0,0,0
"ENSG00000287345",0,0,0,0,0,0
"ENSG00000287346",7.098,8.001,4.001,4.004,8.518,0
"ENSG00000287347",0,0,0,0,0,0
"ENSG00000287348",0,0,0,0,0,0
"ENSG00000287349",0,0,0,0,0,0
"ENSG00000287350",0,0,0,0,0,0
"ENSG00000287351",0,0,0,0,0,0
"ENSG00000287352",0,0,0,0,0,0
"ENSG00000287353",0,0,0,0,0,0
"ENSG00000287354",0,0,0,4,0,0
"ENSG00000287355",0,4,1,0,1,1
"ENSG00000287356",0,8,2,3,1,12
"ENSG00000287357",1.006,6.702,0,0,0,0
"ENSG00000287358",0,0,0,0,0,0
"ENSG00000287359",0,0,0,0,0,0
"ENSG00000287360",1.613,1.024,2,0,0,0
"ENSG00000287361",0,1,0,1,0,0
"ENSG00000287362",1.251,8.671,0,2.561,0,0
"ENSG00000287364",31.436,6.104,6.904,10.159,14.606,3.06
"ENSG00000287365",2,0,1.212,0,4.372,2.846
"ENSG00000287366",0,0,0,0,0,0
"ENSG00000287367",0,5,1,7,9,0
"ENSG00000287368",3,0,0,0,0,0
"ENSG00000287369",0,0,0,0,1,0
"ENSG00000287370",0,7.686,6.283,7.021,4.991,0
"ENSG00000287372",0,3.63,3.765,6.597,2.487,4.532
"ENSG00000287373",2.978,7.987,3.009,7,6,2.987
"ENSG00000287374",0,11.252,1.868,8.892,1.497,0
"ENSG00000287375",0,0,0,0,0,0
"ENSG00000287376",0,0,0,0,0,0
"ENSG00000287377",0,0,0,0,0,1
"ENSG00000287378",0,0,0,0,0,0
"ENSG00000287379",0,3,2,0,2,0
"ENSG00000287380",4,20.999,11.996,11.977,9.068,4
"ENSG00000287381",0,0,0,0,0,0
"ENSG00000287382",1,5,3,11,8,8
"ENSG00000287383",0,16.783,8.002,10.431,2.573,5.994
"ENSG00000287384",0,0,0,0,0,0
"ENSG00000287385",5.025,1.35,7.058,1.009,6.499,4.024
"ENSG00000287386",0,0,0,0,0,0
"ENSG00000287387",2,6,12,3,6,0
"ENSG00000287389",0,28.741,13.222,20.039,3.883,3.212
"ENSG00000287390",0,1,2,0,0,0
"ENSG00000287391",0,7.03,3.165,5.412,2.901,5.747
"ENSG00000287392",0,0,0,0,0,0
"ENSG00000287393",6.588,1.89,10.312,5.422,0,0
"ENSG00000287395",0,0,0,0,0,0
"ENSG00000287396",0,0,0,0,0,0
"ENSG00000287397",0,0,0,0,0,0
"ENSG00000287398",0,0,0,0,0,0
"ENSG00000287399",1.039,0,2,1.07,0,0
"ENSG00000287400",1.015,5.266,2.095,3.182,2.116,0
"ENSG00000287401",41,0,15,0,21,0
"ENSG00000287402",0,3.389,0,3.195,0,0
"ENSG00000287403",0,0,0,5,0,0
"ENSG00000287404",0,0,0,0,0,0
"ENSG00000287405",0,0,0,0,0,0
"ENSG00000287406",0,0,0,0,0,0
"ENSG00000287407",0,0,0,0,0,0
"ENSG00000287408",0,0,0,0,2,0
"ENSG00000287409",0,0,0,0,0,0
"ENSG00000287410",0,0,0,0,0,0
"ENSG00000287411",3.007,1,4,3,4.034,2
"ENSG00000287412",0,0,0,0,0,0
"ENSG00000287413",0,11.058,8.347,9.399,15.031,12.644
"ENSG00000287414",2.984,0,5,0,9.747,0
"ENSG00000287415",0,0,0,0,0,0
"ENSG00000287416",0,0,2,0,0,2
"ENSG00000287417",0,1.585,3.067,8.039,5.975,3.951
"ENSG00000287418",0,0,0,0,0,0
"ENSG00000287419",2,2,4,0,0,0
"ENSG00000287420",2,9,2,6,3,0
"ENSG00000287421",0,2.143,0,4.642,1,1.001
"ENSG00000287422",0,0,1.089,0,1.153,0
"ENSG00000287423",0,0,0,0,0,0
"ENSG00000287424",2.173,0,6.272,5.367,4.945,4.72
"ENSG00000287425",0,21.049,35.937,0,13.184,0
"ENSG00000287426",0,0,0,0,0,1
"ENSG00000287427",0,0,0,0,0,0
"ENSG00000287428",0,0,0,1,0,0
"ENSG00000287429",0,0,1,1,1,0
"ENSG00000287430",6.178,7.906,5.121,2.456,6.157,4.019
"ENSG00000287432",0,0,0,0,5,0
"ENSG00000287433",0,0,0,0,0,0
"ENSG00000287434",3,0,1,0,1,0
"ENSG00000287435",0,0,0,0,0,0
"ENSG00000287437",2,3.985,5.07,5.568,1.223,0
"ENSG00000287438",0,0,0,0,0,0
"ENSG00000287439",4.002,15.08,6.09,12.387,8.027,4.88
"ENSG00000287440",0,0,0,0,0,0
"ENSG00000287441",0,0,0,0,0,0
"ENSG00000287442",0,0,0,0,0,0
"ENSG00000287443",0,0,0,0,0,0
"ENSG00000287444",0,0,0,0,1.019,0
"ENSG00000287445",0,1,3,0,2,0
"ENSG00000287446",0,0,1,0,0,0
"ENSG00000287447",0,0,0,1.962,0,0
"ENSG00000287448",0,0,0,0,0,0
"ENSG00000287449",0,1,0,2,0,0
"ENSG00000287450",0,0,0,0,0,0
"ENSG00000287451",0,0,0,0,0,0
"ENSG00000287452",2.051,3.132,9.21,9.699,6.499,6.195
"ENSG00000287453",0,0,0,1,0,0
"ENSG00000287454",2.809,28.151,18.606,13.392,10.7,8.739
"ENSG00000287455",0,0,0,0,0,0
"ENSG00000287456",0,0,0,0,0,0
"ENSG00000287457",0,0,0,0,0,0
"ENSG00000287458",1.053,13.532,2.065,0,14.753,4.023
"ENSG00000287459",0,0,0,0,0,0
"ENSG00000287460",6,3.12,7.097,3.465,12,0
"ENSG00000287462",1,1,0,1,0,0
"ENSG00000287463",0,4.82,2.326,5.509,5.211,0
"ENSG00000287464",0,0,0,0,0,4
"ENSG00000287465",0,0,0,0,0,0
"ENSG00000287466",0,1.002,0,0,0,0
"ENSG00000287467",0,1,2,2,1,0
"ENSG00000287468",0,0,0,0,0,0
"ENSG00000287469",0,1.99,4.051,2.992,6.815,1.385
"ENSG00000287470",0,0,0,0,0,0
"ENSG00000287471",0,0,0,0,0,0
"ENSG00000287472",0,0,0,0,0,0
"ENSG00000287473",0,0,0,0,0,0
"ENSG00000287474",9.428,59.281,21.972,20.234,29.447,17.52
"ENSG00000287475",5.005,21.207,10.573,15.168,13.014,3.501
"ENSG00000287476",0,0,0,0,0,0
"ENSG00000287477",0,3.004,0,0,0.989,2.89
"ENSG00000287478",0,0,0,0,0,0
"ENSG00000287479",0,0,0,0,0,0
"ENSG00000287480",0,5.605,9.441,9.624,0,2.669
"ENSG00000287481",0,0,0,0,0,0
"ENSG00000287482",0,0,0,0,0,0
"ENSG00000287483",0,1,1.022,1,2,0
"ENSG00000287484",0,0,1,1,0,0
"ENSG00000287485",0,5.042,2.162,0,0,0
"ENSG00000287486",0,1,0,0,0,0
"ENSG00000287488",0,0,0,0,0,0
"ENSG00000287489",0,0,0,0,0,0
"ENSG00000287490",1.403,1.331,1.338,3.477,1.51,0
"ENSG00000287492",0,0,0,0,0,0
"ENSG00000287493",0,0,0,0,0,0
"ENSG00000287494",0,3.24,3.881,6.03,0,5.679
"ENSG00000287495",0,0,3.083,0,0,0
"ENSG00000287496",0,0,0,0,0,0
"ENSG00000287497",0,2,2,4,2,3
"ENSG00000287498",0,1,1,4,1,0
"ENSG00000287499",0,0,0,0,0,0
"ENSG00000287500",0,0,0,0,0,0
"ENSG00000287501",1,0,0,0,1,0
"ENSG00000287502",0,2,1,2,0,0
"ENSG00000287503",0,0,0,0,0,0
"ENSG00000287504",0,1,0,2.077,1.013,1.001
"ENSG00000287505",0,0,0,0,0,0
"ENSG00000287506",0,0,0,0,0,0
"ENSG00000287507",0,4.915,0,0,0,0
"ENSG00000287508",0,0,0,0,1,0
"ENSG00000287509",3.698,3.066,1.034,2.063,1.08,3.166
"ENSG00000287510",0,11.006,11.002,9.001,5,5.006
"ENSG00000287511",0,0,0,0,0,0
"ENSG00000287512",0,1.388,0,1.166,0,0
"ENSG00000287513",0,1,0,0,3,0
"ENSG00000287514",0,0,0,0,0,0
"ENSG00000287515",0,0,0,0.667,0,0
"ENSG00000287516",14.708,55.313,21.55,69.617,10.399,26.764
"ENSG00000287517",0,0,0,0,0,0
"ENSG00000287518",0,2.996,0,0,0,0
"ENSG00000287519",0,16.277,6.759,2.997,9.094,18.735
"ENSG00000287520",0,0,0,0,0,0
"ENSG00000287521",0,0,0,0,0,0
"ENSG00000287522",0,0,0,1.975,1.545,3
"ENSG00000287523",0,1.062,0,2.131,0,0
"ENSG00000287524",0,0,0,0,0,0
"ENSG00000287525",0,0,0,0,0,0
"ENSG00000287526",0,0,0,0,0,0
"ENSG00000287527",6,0,0,0,9,1
"ENSG00000287528",0,0,0,0,0,0
"ENSG00000287529",0,0,2,0,0,0
"ENSG00000287530",0,0,6.512,3.165,2.904,7.303
"ENSG00000287531",0,0,0,0,0,0
"ENSG00000287532",0,0,0,2.21,0,0
"ENSG00000287533",0,2,0,0,0,0
"ENSG00000287534",0,0,2.492,0,0,0
"ENSG00000287535",2,140,1,606,4,333
"ENSG00000287536",0,0,0,0,0,0
"ENSG00000287537",0,0,0,0,0,0
"ENSG00000287538",0,0,2.015,2.016,1.286,0
"ENSG00000287539",2.035,26.987,13.651,25.046,15.61,12.825
"ENSG00000287540",0,0,0,0,0,0
"ENSG00000287541",0,0,0,0,0,0
"ENSG00000287543",0,0,0,0,0,0
"ENSG00000287544",0,6.355,5.754,7.434,1.379,2.173
"ENSG00000287545",0,0,0,0,0,0
"ENSG00000287546",0,0,0,0,0,0
"ENSG00000287547",0,0,1,0,1,0
"ENSG00000287548",0,1,0,0,2,0
"ENSG00000287549",4.771,12.301,7.173,16.868,4.683,5.183
"ENSG00000287550",0,2.896,2.605,0,2.956,1.218
"ENSG00000287551",0,0,0,0,0,0
"ENSG00000287552",0,0,0,0,0,0
"ENSG00000287553",4,48,5,41.135,9,6
"ENSG00000287554",0,0,0,0,0,0
"ENSG00000287555",0,3.295,0,1.113,1,1
"ENSG00000287556",0,0,0,0,2,0
"ENSG00000287557",0,0,0,0,0,0
"ENSG00000287558",29.318,25.554,38.606,11.753,28.596,5.157
"ENSG00000287559",0,5.865,1.292,0,2.486,0
"ENSG00000287560",0,6.601,0.958,8.465,2.134,0
"ENSG00000287561",0,9,2,4,1,4
"ENSG00000287562",0,33.119,33.085,33.862,21.637,16.943
"ENSG00000287563",0,0,0,0,0,0
"ENSG00000287564",1,0,0,0,0,0
"ENSG00000287565",0.998,5.548,3.64,4.526,6.074,4.155
"ENSG00000287566",2,1,3,4,1,0
"ENSG00000287567",0,0,0,0,0,0
"ENSG00000287568",0,0,0,0,0,0
"ENSG00000287569",0,3,1,4,3,0
"ENSG00000287570",0,0,0,0,0,0
"ENSG00000287571",0,0,0,0,0,0
"ENSG00000287574",3.555,6.681,4.689,8.828,6.589,7.266
"ENSG00000287575",0,0,0,0,0,3
"ENSG00000287576",2.216,73.331,31.751,51.909,38.56,18.507
"ENSG00000287577",0,1,0,0,0,0
"ENSG00000287578",0,0,0,0,0,0
"ENSG00000287579",0,0,0,0,0,0
"ENSG00000287580",1,1.786,0,2,0,0
"ENSG00000287581",0,0,0,0,0,0
"ENSG00000287582",0,13.176,1.018,2.643,2.311,5.404
"ENSG00000287583",0,0,2,1,0,0
"ENSG00000287584",0,0,14,3,21,0
"ENSG00000287585",0,0,0,0,0,0
"ENSG00000287586",0,19.118,4.994,11.097,22.844,2.732
"ENSG00000287587",0,0,1,0,0,0
"ENSG00000287588",0,0,0,0,0,0
"ENSG00000287589",0,0,0,0,0,0
"ENSG00000287590",0,0,0,0,0,0
"ENSG00000287591",64.416,10.934,55.074,5.417,85.444,17.499
"ENSG00000287592",6.895,0,11.522,3.646,9.972,3.127
"ENSG00000287593",0,4,0,1,1,1
"ENSG00000287594",0,0,0,0,0,0
"ENSG00000287595",0,5,0,0,1,0
"ENSG00000287596",0,0,0,0,0,0
"ENSG00000287597",0,1,1,0,0,0
"ENSG00000287598",0,0,0,0,0,0
"ENSG00000287599",0,0,0,0,0,0
"ENSG00000287600",0,0,0,0,0,0
"ENSG00000287601",1,2,0,3,0,2
"ENSG00000287602",2,0,2,0,1,0
"ENSG00000287603",20.17,10.109,4.022,8.852,12.752,1.289
"ENSG00000287605",0,0,0,0,0,0
"ENSG00000287608",1.062,0,0,6.062,2.07,0
"ENSG00000287609",5.024,4.726,12.96,14.762,12.507,5.78
"ENSG00000287610",0,0,0,0,0,0
"ENSG00000287611",4.457,10.793,8.778,6.281,13.411,6.861
"ENSG00000287612",0.934,0,0,1.002,0,0
"ENSG00000287613",0,0,0,0,0,0
"ENSG00000287614",0,0,0,0,0,1
"ENSG00000287615",0,0,0,0,0,0
"ENSG00000287616",0,0,0,0,0,0
"ENSG00000287617",0,1.41,0,0,3.095,0
"ENSG00000287618",0,0,0,0,0,0
"ENSG00000287619",1,0,2,2,2,7
"ENSG00000287620",55,3,20,4,51,5
"ENSG00000287621",2.015,10.914,9.053,5.765,3.805,1.019
"ENSG00000287622",0,0,0,0,0,0
"ENSG00000287623",0,0,0,1,1,1
"ENSG00000287624",2,2,0,4,0,0
"ENSG00000287625",2.13,11.049,7.278,6.293,7.977,4.536
"ENSG00000287626",0,16,4,5,6.779,1
"ENSG00000287627",0,0,0,0,0,2
"ENSG00000287628",0,0,0,0,0,0
"ENSG00000287629",2.013,1.424,0,0,1.004,1.002
"ENSG00000287630",2,0,1,0,1.016,0
"ENSG00000287631",0,0,1.117,0,0,0
"ENSG00000287632",0,0,0,2,0,0
"ENSG00000287633",1.169,10.162,4.532,8.158,2.593,0
"ENSG00000287634",0,0,0,0,0,0
"ENSG00000287635",0,0,0,0,0,0
"ENSG00000287636",0,0,0,0,0,0
"ENSG00000287637",1,0,0,0,2,0
"ENSG00000287639",0,0,0,0,0,0
"ENSG00000287640",0,0,0,0,0,0
"ENSG00000287641",0,0,0,0,0,0
"ENSG00000287642",26,2,15,6,22,2
"ENSG00000287643",1.201,14.977,6.178,9.71,5.568,2.009
"ENSG00000287644",0,0,6,2,6,3
"ENSG00000287645",0,0,0,0,0,0
"ENSG00000287646",0,0,4.948,1.007,2.003,0
"ENSG00000287647",0,1,0,0,0,0
"ENSG00000287649",0,0,0,0,0,0
"ENSG00000287650",0,0,1.769,0.888,0,0
"ENSG00000287651",0,0,0,0,0,0
"ENSG00000287652",0,0,0,0,0,0
"ENSG00000287653",2.591,7.591,3.986,13.127,2.633,7.975
"ENSG00000287654",0,0,0,0,1,0
"ENSG00000287655",0,4.561,8.12,1.378,6.135,0
"ENSG00000287656",0,0,0,0,0,0
"ENSG00000287657",0,0,0,0,0,0
"ENSG00000287658",0,3.496,1.787,2.625,1.013,4.254
"ENSG00000287659",0,0,0,0,0,0
"ENSG00000287660",0,0,0,0,0,0
"ENSG00000287661",0,0,0,0,0,0
"ENSG00000287662",0,2.057,0.945,4.009,2.017,2.987
"ENSG00000287663",0,0,0,0,0,0
"ENSG00000287664",0,0,1,0,0,0
"ENSG00000287665",2.043,9.804,7.278,7.464,3.29,6.895
"ENSG00000287666",6.757,11.496,10.673,4.644,13.515,0
"ENSG00000287667",0,6.895,1,3.124,1.934,3.968
"ENSG00000287668",0,0,0,0,0,1
"ENSG00000287669",0,0,0,0,0,0
"ENSG00000287670",28.001,1,37,5,22,3
"ENSG00000287671",0,12.991,5.511,6.137,4,8.021
"ENSG00000287672",0,1,1,0,1,0
"ENSG00000287673",0,0,0,0,0,0
"ENSG00000287674",0,0,0,0,0,0
"ENSG00000287675",0,0,0,0,0,0
"ENSG00000287676",1,2,0,0,0,1
"ENSG00000287677",0,0,0,0,0,0
"ENSG00000287678",0,0,1,0,0,0
"ENSG00000287679",68.739,113.34,113.968,125.427,105.281,59.291
"ENSG00000287680",0,1,0,1,0,0
"ENSG00000287682",2,7.6,5.544,12.009,6.987,4.013
"ENSG00000287683",0,0,0,0,0,0
"ENSG00000287684",8.131,15.151,12.935,16.599,0,2.561
"ENSG00000287685",0,0,0,0,0,0
"ENSG00000287687",0,0,0,0,0,0
"ENSG00000287688",2,6,6,3,2,0
"ENSG00000287689",2.674,11.297,4.459,4.255,4.115,4.479
"ENSG00000287690",0,0,0,0,0,0
"ENSG00000287691",0,0,0,0,0,0
