"gene","SRR26204551","SRR26204552","SRR26204555","SRR26204556","SRR26204559","SRR26204560"
"ENSG00000269102",0,0,0,0,0,0
"ENSG00000269106",0,0,0,1,0,0
"ENSG00000269107",0,0,8,13,12,4
"ENSG00000269110",9,0,0,0,0,0
"ENSG00000269124",0,0,0,0,0,0
"ENSG00000269125",0,2,0,0,0,0
"ENSG00000269130",0,0,0,0,1,0
"ENSG00000269139",0,0,0,0,0,0
"ENSG00000269148",17,15,20,27,18,8
"ENSG00000269151",0,0,0,0,0,0
"ENSG00000269155",0,0,0,0,0,2
"ENSG00000269161",0,0,0,1,0,0
"ENSG00000269172",0,0,0,0,0,0
"ENSG00000269176",19,11,28,10,45,8
"ENSG00000269177",0,0,0,0,0,0
"ENSG00000269179",0,0,0,0,0,0
"ENSG00000269181",0,0,0,0,0,1
"ENSG00000269188",0,0,0,0,0,0
"ENSG00000269189",0,1,0,0,0,0
"ENSG00000269191",0,0,0,0,0,0
"ENSG00000269194",4,0,2,2,2,1
"ENSG00000269210",0,0,2,2,2,4
"ENSG00000269236",0,0,0,0,0,0
"ENSG00000269237",0,0,0,0,0,0
"ENSG00000269242",110,240,130,52,96,63
"ENSG00000269243",16,5,10,5,5,0
"ENSG00000269246",1,7,1,1,1,0
"ENSG00000269256",0,0,0,0,0,0
"ENSG00000269271",0,0,0,0,0,3
"ENSG00000269274",2,1,1,0,0,0
"ENSG00000269275",0,0,0,0,0,0
"ENSG00000269288",0,0,0,0,0,0
"ENSG00000269289",5,0,2,1,0,2
"ENSG00000269292",2,1,5,0,0,2
"ENSG00000269296",8,14,14,24,6,5
"ENSG00000269300",0,0,0,0,0,0
"ENSG00000269307",0,0,0,0,0,0
"ENSG00000269318",8,5,5,17,4,3
"ENSG00000269321",0,0,0,0,0,0
"ENSG00000269349",0,0,0,0,0,0
"ENSG00000269350",0,0,0,0,0,0
"ENSG00000269353",0,0,0,0,0,0
"ENSG00000269354",0,0,0,0,0,0
"ENSG00000269356",0,0,2,0,0,0
"ENSG00000269365",0,0,0,0,0,0
"ENSG00000269371",0,1,0,0,0,0
"ENSG00000269373",0,0,0,0,0,0
"ENSG00000269374",216,122,141,81,84,80
"ENSG00000269376",0,0,1,0,0,0
"ENSG00000269385",0,0,1,1,0,0
"ENSG00000269387",0,0,0,0,0,0
"ENSG00000269388",10,2,7,4,3,2
"ENSG00000269391",0,0,0,0,0,0
"ENSG00000269392",0,0,0,0,2,0
"ENSG00000269397",9,2,3,6,2,2
"ENSG00000269399",8,20,12,26,12,4
"ENSG00000269400",0,0,0,0,0,0
"ENSG00000269403",311,56,124,38,145,40
"ENSG00000269419",0,0,0,0,0,0
"ENSG00000269421",1,0,0,1,0,0
"ENSG00000269425",1,0,0,0,0,0
"ENSG00000269427",6,3,3,9,0,0
"ENSG00000269444",0,1,5,0,1,0
"ENSG00000269445",0,0,0,0,0,0
"ENSG00000269446",0,2,3,6,1,2
"ENSG00000269458",0,0,0,0,0,0
"ENSG00000269460",4,0,4,0,1,0
"ENSG00000269463",0,2,5,13,4,1
"ENSG00000269469",2,3,0,2,1,0
"ENSG00000269471",0,0,0,0,0,0
"ENSG00000269475",0,0,0,0,0,0
"ENSG00000269476",16,7,0,4,11,7
"ENSG00000269480",1,3,0,4,2,3
"ENSG00000269481",0,0,0,0,0,0
"ENSG00000269482",38,135,133,158,32,32
"ENSG00000269483",0,0,0,0,0,0
"ENSG00000269487",3,0,0,0,1,0
"ENSG00000269489",0,0,0,0,0,0
"ENSG00000269495",0,0,0,0,0,0
"ENSG00000269504",1,1,3,4,1,2
"ENSG00000269506",0,0,0,0,0,0
"ENSG00000269514",108,135,143,165,72,49
"ENSG00000269519",0,0,0,0,0,0
"ENSG00000269524",1,2,2,1,1,0
"ENSG00000269533",2,2,2,0,2,1
"ENSG00000269534",1,2,1,0,0,0
"ENSG00000269535",0,0,1,0,0,0
"ENSG00000269540",0,0,0,0,0,1
"ENSG00000269543",0,0,0,0,0,0
"ENSG00000269547",0,0,0,6,0,0
"ENSG00000269553",10,5,9,17,3,8
"ENSG00000269559",1,0,6,10,2,1
"ENSG00000269560",4,8,5,12,2,3
"ENSG00000269564",0,1,0,0,0,0
"ENSG00000269570",14,3,4,3,6,7
"ENSG00000269578",1,3,2,14,0,0
"ENSG00000269583",1,1,0,3,0,1
"ENSG00000269588",0,0,0,0,0,0
"ENSG00000269590",0,0,0,0,0,0
"ENSG00000269599",0,0,0,0,0,0
"ENSG00000269600",5,3,3,2,6,1
"ENSG00000269604",20,1,11,11,11,2
"ENSG00000269621",0,0,0,0,1,0
"ENSG00000269635",0,2,0,3,0,0
"ENSG00000269651",0,0,0,0,0,0
"ENSG00000269652",0,0,0,0,0,0
"ENSG00000269653",4,13,7,5,1,3
"ENSG00000269667",0,2,2,5,1,0
"ENSG00000269680",5,4,6,12,0,13
"ENSG00000269681",0,0,0,0,0,0
"ENSG00000269688",24,44,29,93,10,6
"ENSG00000269693",53,78,71,117,60,80
"ENSG00000269694",1,4,3,3,1,0
"ENSG00000269706",0,0,0,0,0,0
"ENSG00000269707",176,46,100,75,128,20
"ENSG00000269711",0,0,239,212,0,0
"ENSG00000269729",0,0,0,1,0,0
"ENSG00000269736",0,0,0,0,0,0
"ENSG00000269737",1,1,1,1,1,0
"ENSG00000269741",0,0,0,0,0,0
"ENSG00000269745",0,0,0,0,0,0
"ENSG00000269749",2,0,0,0,0,0
"ENSG00000269752",2,9,1,4,0,1
"ENSG00000269755",3,5,4,9,1,3
"ENSG00000269758",10,11,3,9,2,7
"ENSG00000269761",0,0,0,0,0,0
"ENSG00000269765",0,0,0,0,0,0
"ENSG00000269779",4,5,2,8,0,1
"ENSG00000269786",0,0,0,0,0,0
"ENSG00000269792",1,0,0,0,0,0
"ENSG00000269794",0,0,0,0,0,0
"ENSG00000269796",0,0,0,0,0,0
"ENSG00000269799",4,2,0,1,0,2
"ENSG00000269802",1,0,0,0,0,0
"ENSG00000269807",3,6,6,18,4,2
"ENSG00000269813",0,0,0,0,0,0
"ENSG00000269815",4,10,6,6,1,6
"ENSG00000269825",102,78,72,96,42,80
"ENSG00000269826",2,2,0,1,0,0
"ENSG00000269833",0,0,0,0,0,0
"ENSG00000269836",0,0,0,0,0,0
"ENSG00000269839",0,0,0,0,0,0
"ENSG00000269842",49,38,40,65,27,29
"ENSG00000269843",0,0,0,0,0,0
"ENSG00000269846",0,0,1,0,0,0
"ENSG00000269848",0,0,0,0,0,0
"ENSG00000269867",0,0,0,3,3,1
"ENSG00000269873",0,0,1,1,0,0
"ENSG00000269877",2,1,10,0,1,0
"ENSG00000269883",0,0,0,0,0,0
"ENSG00000269886",4,0,1,1,1,2
"ENSG00000269887",5,0,3,4,15,0
"ENSG00000269888",79,67,47,58,52,12
"ENSG00000269889",3,1,1,3,4,1
"ENSG00000269892",3,5,9,5,1,2
"ENSG00000269895",2,1,2,7,1,0
"ENSG00000269896",19,12,11,15,2,8
"ENSG00000269898",2,0,6,4,1,0
"ENSG00000269901",0,0,0,0,0,0
"ENSG00000269902",6,30,27,20,5,7
"ENSG00000269903",0,1,0,0,0,0
"ENSG00000269906",34,44,26,31,42,10
"ENSG00000269910",1,0,1,1,2,0
"ENSG00000269915",0,0,0,0,0,0
"ENSG00000269918",12,21,19,11,2,5
"ENSG00000269919",0,6,3,5,4,3
"ENSG00000269921",6,0,0,7,1,1
"ENSG00000269924",7,17,14,4,7,2
"ENSG00000269925",5,9,21,11,5,3
"ENSG00000269927",83,46,82,41,34,17
"ENSG00000269930",0,0,0,0,0,0
"ENSG00000269931",0,0,0,0,0,0
"ENSG00000269934",5,7,6,17,3,5
"ENSG00000269935",0,0,0,0,0,0
"ENSG00000269937",58,49,51,104,26,46
"ENSG00000269938",2,3,1,3,0,2
"ENSG00000269940",75,76,54,193,34,34
"ENSG00000269944",0,0,0,4,1,0
"ENSG00000269945",13,21,18,24,9,10
"ENSG00000269947",0,1,3,1,0,0
"ENSG00000269949",1,0,1,3,3,1
"ENSG00000269950",0,0,0,0,0,0
"ENSG00000269951",16,36,16,32,5,11
"ENSG00000269952",7,51,6,8,30,4
"ENSG00000269954",1,0,4,7,5,0
"ENSG00000269957",0,0,0,0,0,0
"ENSG00000269958",102,120,98,202,62,43
"ENSG00000269967",4,9,14,10,7,6
"ENSG00000269968",17,59,55,92,28,41
"ENSG00000269970",0,1,0,1,2,2
"ENSG00000269971",0,4,0,8,2,1
"ENSG00000269972",0,0,0,0,0,0
"ENSG00000269973",144,39,81,47,82,29
"ENSG00000269976",1,1,1,1,0,2
"ENSG00000269978",0,0,0,0,0,0
"ENSG00000269980",0,0,0,2,0,0
"ENSG00000269981",25,44,99,136,26,32
"ENSG00000269982",3,8,18,23,1,10
"ENSG00000269983",0,0,11,0,5,0
"ENSG00000269984",7,6,8,8,3,1
"ENSG00000269986",0,0,0,0,0,0
"ENSG00000269987",0,0,0,0,0,0
"ENSG00000269989",0,0,0,0,0,0
"ENSG00000269993",0,0,0,0,0,1
"ENSG00000269997",1,2,0,4,0,1
"ENSG00000270000",0,3,1,3,4,3
"ENSG00000270001",1,0,1,2,0,0
"ENSG00000270002",0,0,1,0,3,0
"ENSG00000270008",25,106,30,61,9,33
"ENSG00000270012",8,16,10,48,5,7
"ENSG00000270016",0,1,0,3,0,0
"ENSG00000270017",1,0,0,0,0,0
"ENSG00000270019",12,8,15,11,8,5
"ENSG00000270020",0,0,6,2,0,0
"ENSG00000270021",17,2,16,8,9,3
"ENSG00000270022",13,14,37,11,3,9
"ENSG00000270031",1,1,3,4,1,0
"ENSG00000270035",0,0,0,1,0,0
"ENSG00000270036",0,0,0,0,0,0
"ENSG00000270038",0,0,1,0,14,4
"ENSG00000270039",6,2,5,6,6,2
"ENSG00000270048",0,1,0,2,0,0
"ENSG00000270050",0,1,0,0,0,0
"ENSG00000270052",4,0,3,0,3,1
"ENSG00000270055",174,462,344,475,98,236
"ENSG00000270059",0,0,0,0,1,0
"ENSG00000270060",8,13,16,37,5,7
"ENSG00000270061",1,3,6,3,0,0
"ENSG00000270062",28,17,37,59,7,9
"ENSG00000270066",0,0,0,0,0,0
"ENSG00000270068",0,0,0,0,0,0
"ENSG00000270071",0,0,0,0,0,1
"ENSG00000270072",17,23,35,29,16,14
"ENSG00000270074",3,4,0,0,0,0
"ENSG00000270075",0,0,0,0,0,0
"ENSG00000270076",0,2,0,2,0,0
"ENSG00000270077",2,2,7,0,2,0
"ENSG00000270082",0,3,1,3,0,0
"ENSG00000270083",7,7,5,17,2,3
"ENSG00000270087",6,1,6,6,3,2
"ENSG00000270090",0,1,0,5,1,0
"ENSG00000270091",9,8,38,17,8,3
"ENSG00000270094",0,0,0,0,0,0
"ENSG00000270095",0,5,0,3,0,0
"ENSG00000270096",8,5,1,6,5,1
"ENSG00000270099",3,1,3,3,0,1
"ENSG00000270100",2,0,9,0,2,0
"ENSG00000270103",5,2,2,4,0,1
"ENSG00000270104",0,4,0,0,0,0
"ENSG00000270108",5,13,8,12,4,4
"ENSG00000270110",0,0,0,0,0,0
"ENSG00000270114",0,0,0,0,0,0
"ENSG00000270115",0,0,2,2,0,0
"ENSG00000270116",9,2,3,4,2,2
"ENSG00000270117",2,2,1,4,2,2
"ENSG00000270118",4,8,5,18,1,0
"ENSG00000270120",8,40,8,120,1,17
"ENSG00000270124",0,0,0,0,0,0
"ENSG00000270127",31,84,21,31,3,0
"ENSG00000270130",0,0,0,7,2,4
"ENSG00000270131",0,0,0,0,0,0
"ENSG00000270133",2,2,0,3,1,1
"ENSG00000270135",3,2,8,2,1,1
"ENSG00000270137",0,4,2,4,0,2
"ENSG00000270139",0,0,0,0,0,0
"ENSG00000270140",3,0,0,5,0,0
"ENSG00000270147",4,1,0,0,0,0
"ENSG00000270149",284,237,157,385,36,493
"ENSG00000270154",2,4,2,0,1,0
"ENSG00000270157",18,45,14,79,5,29
"ENSG00000270159",0,0,0,0,0,0
"ENSG00000270165",1,9,1,9,3,2
"ENSG00000270166",1,0,0,0,0,0
"ENSG00000270171",1,0,0,5,0,0
"ENSG00000270174",0,0,0,0,0,0
"ENSG00000270175",15,1,15,5,19,5
"ENSG00000270179",5,4,8,7,1,5
"ENSG00000270182",0,0,0,0,0,0
"ENSG00000270184",0,0,0,0,0,0
"ENSG00000270190",0,1,3,3,0,0
"ENSG00000270193",0,0,0,0,0,0
"ENSG00000270200",0,0,0,0,0,0
"ENSG00000270202",0,0,0,0,0,0
"ENSG00000270204",0,0,0,0,0,0
"ENSG00000270207",6,10,19,30,4,5
"ENSG00000270209",0,0,0,0,0,0
"ENSG00000270210",3,101,6,33,2,4
"ENSG00000270212",2,1,1,4,2,1
"ENSG00000270218",0,0,0,0,0,0
"ENSG00000270226",0,0,0,0,0,0
"ENSG00000270228",0,0,0,0,0,0
"ENSG00000270234",0,0,0,0,0,0
"ENSG00000270236",0,0,0,0,0,0
"ENSG00000270240",0,1,0,3,1,0
"ENSG00000270241",0,0,0,0,0,0
"ENSG00000270243",0,0,0,0,0,0
"ENSG00000270244",0,0,0,0,0,0
"ENSG00000270248",0,1,0,0,0,0
"ENSG00000270249",162,39,91,55,64,38
"ENSG00000270255",0,0,0,0,0,0
"ENSG00000270257",0,0,0,0,0,0
"ENSG00000270259",0,0,1,1,0,0
"ENSG00000270265",15,2,5,1,3,2
"ENSG00000270273",0,0,0,0,0,0
"ENSG00000270277",29,41,83,52,14,8
"ENSG00000270279",0,0,0,0,0,0
"ENSG00000270281",0,0,0,0,0,0
"ENSG00000270282",0,0,0,0,0,0
"ENSG00000270287",0,0,0,0,0,0
"ENSG00000270289",0,0,0,0,0,0
"ENSG00000270292",0,0,0,0,0,0
"ENSG00000270299",0,0,0,0,0,0
"ENSG00000270301",0,0,0,0,0,0
"ENSG00000270302",0,0,0,0,0,0
"ENSG00000270304",0,1,0,0,0,3
"ENSG00000270306",0,0,0,0,0,0
"ENSG00000270314",0,0,0,0,0,0
"ENSG00000270317",0,0,0,0,0,0
"ENSG00000270321",0,10,1,2,0,1
"ENSG00000270322",0,0,0,0,0,0
"ENSG00000270323",0,0,0,0,0,0
"ENSG00000270324",0,0,0,0,0,0
"ENSG00000270328",0,0,0,0,0,0
"ENSG00000270330",0,1,0,3,0,1
"ENSG00000270333",0,0,0,0,0,0
"ENSG00000270335",0,0,0,0,0,0
"ENSG00000270336",0,0,0,0,0,0
"ENSG00000270342",0,0,0,0,0,0
"ENSG00000270347",0,0,0,0,0,0
"ENSG00000270352",0,0,0,0,0,0
"ENSG00000270354",0,0,0,0,0,0
"ENSG00000270359",0,0,0,0,0,0
"ENSG00000270361",1,0,3,0,0,1
"ENSG00000270369",0,0,0,0,0,0
"ENSG00000270372",0,0,0,0,0,0
"ENSG00000270378",0,0,0,0,0,0
"ENSG00000270380",0,0,0,0,0,0
"ENSG00000270381",0,0,0,0,0,0
"ENSG00000270382",0,0,1,0,0,0
"ENSG00000270385",2,0,1,1,1,1
"ENSG00000270387",0,0,0,0,0,0
"ENSG00000270393",1,3,1,3,0,2
"ENSG00000270397",0,0,0,0,0,0
"ENSG00000270400",0,0,0,0,0,0
"ENSG00000270401",0,0,0,0,0,0
"ENSG00000270402",1,0,1,1,0,0
"ENSG00000270403",0,0,0,0,0,0
"ENSG00000270405",0,0,0,0,0,0
"ENSG00000270409",0,0,0,0,0,0
"ENSG00000270411",0,0,0,0,0,0
"ENSG00000270412",0,0,1,0,0,1
"ENSG00000270413",2,1,4,1,3,0
"ENSG00000270421",0,0,0,0,0,0
"ENSG00000270422",0,0,0,0,0,0
"ENSG00000270423",0,0,0,0,0,0
"ENSG00000270424",1,0,0,0,0,0
"ENSG00000270425",0,0,0,0,0,0
"ENSG00000270426",8,7,8,4,1,2
"ENSG00000270430",0,0,0,0,0,0
"ENSG00000270434",1,0,0,0,0,0
"ENSG00000270435",0,0,0,0,0,0
"ENSG00000270437",0,0,0,0,0,0
"ENSG00000270440",0,0,0,0,0,0
"ENSG00000270442",0,0,0,0,0,0
"ENSG00000270443",0,1,0,0,0,1
"ENSG00000270447",0,0,0,0,0,0
"ENSG00000270449",0,0,0,0,0,0
"ENSG00000270453",0,0,0,0,0,0
"ENSG00000270456",0,0,0,0,0,0
"ENSG00000270457",0,3,0,0,0,0
"ENSG00000270458",0,0,0,0,0,0
"ENSG00000270460",2,0,0,0,0,0
"ENSG00000270462",0,0,0,0,0,0
"ENSG00000270469",0,0,0,0,0,0
"ENSG00000270470",0,0,0,0,0,0
"ENSG00000270475",0,0,0,0,0,0
"ENSG00000270477",0,0,0,0,0,0
"ENSG00000270480",0,0,0,0,0,0
"ENSG00000270482",5,0,5,0,7,3
"ENSG00000270484",0,0,0,0,0,0
"ENSG00000270487",0,0,0,0,0,1
"ENSG00000270488",0,0,0,0,0,0
"ENSG00000270490",15,0,11,0,19,2
"ENSG00000270491",0,0,0,0,0,0
"ENSG00000270493",0,0,0,0,0,0
"ENSG00000270494",0,0,0,0,0,0
"ENSG00000270495",0,0,0,0,0,0
"ENSG00000270497",0,0,0,0,0,0
"ENSG00000270504",1798,47,992,87,1805,252
"ENSG00000270507",0,0,0,0,0,0
"ENSG00000270509",0,0,0,0,0,0
"ENSG00000270510",0,0,0,0,0,0
"ENSG00000270512",0,0,0,0,0,0
"ENSG00000270513",0,0,0,0,0,0
"ENSG00000270516",0,0,0,0,0,0
"ENSG00000270518",0,0,1,1,0,1
"ENSG00000270521",1,0,0,0,1,0
"ENSG00000270522",0,0,0,0,0,0
"ENSG00000270533",6,2,13,5,7,1
"ENSG00000270540",0,0,0,0,0,0
"ENSG00000270541",0,0,0,0,0,0
"ENSG00000270542",1,0,0,0,0,0
"ENSG00000270549",0,0,0,0,0,0
"ENSG00000270553",0,0,0,0,0,0
"ENSG00000270555",0,0,0,0,0,0
"ENSG00000270557",0,1,6,6,2,0
"ENSG00000270558",1,5,4,2,2,6
"ENSG00000270569",0,0,0,0,0,0
"ENSG00000270570",0,0,0,0,0,0
"ENSG00000270571",30,3,8,1,3,0
"ENSG00000270574",19,29,65,43,5,12
"ENSG00000270575",0,0,0,0,0,0
"ENSG00000270576",0,0,0,0,0,0
"ENSG00000270577",0,0,0,0,0,0
"ENSG00000270578",0,0,0,0,0,0
"ENSG00000270583",0,0,0,0,0,0
"ENSG00000270584",0,0,0,0,0,0
"ENSG00000270588",0,0,0,0,0,0
"ENSG00000270589",6,44,21,102,7,2
"ENSG00000270591",0,4,0,0,0,0
"ENSG00000270593",0,0,0,0,0,0
"ENSG00000270598",0,0,0,0,0,0
"ENSG00000270605",16,35,41,43,14,18
"ENSG00000270610",0,0,0,0,0,0
"ENSG00000270611",0,0,0,0,0,0
"ENSG00000270612",0,0,0,0,0,0
"ENSG00000270614",0,0,0,0,0,0
"ENSG00000270618",0,0,0,0,0,0
"ENSG00000270619",0,0,0,0,0,0
"ENSG00000270620",0,0,0,0,0,0
"ENSG00000270624",0,0,0,2,0,0
"ENSG00000270627",0,0,0,0,0,0
"ENSG00000270631",0,0,0,0,0,0
"ENSG00000270632",0,0,0,0,0,0
"ENSG00000270634",0,0,0,0,0,0
"ENSG00000270638",4,3,5,2,1,1
"ENSG00000270640",19,236,94,116,10,78
"ENSG00000270655",0,0,0,0,0,0
"ENSG00000270659",35,7,23,8,29,7
"ENSG00000270661",0,2,0,0,0,0
"ENSG00000270664",0,0,0,0,0,0
"ENSG00000270666",0,0,0,0,0,0
"ENSG00000270669",0,0,0,0,0,0
"ENSG00000270678",0,0,0,0,0,0
"ENSG00000270679",0,0,0,0,0,0
"ENSG00000270680",0,0,0,0,0,0
"ENSG00000270681",22,21,15,29,10,3
"ENSG00000270682",0,0,0,0,0,0
"ENSG00000270688",0,0,0,0,0,0
"ENSG00000270690",0,0,0,0,0,0
"ENSG00000270691",0,0,0,0,0,0
"ENSG00000270694",0,0,0,0,0,0
"ENSG00000270695",0,0,0,0,0,0
"ENSG00000270696",0,0,0,0,0,3
"ENSG00000270697",0,0,0,2,0,0
"ENSG00000270698",0,4,0,0,0,1
"ENSG00000270699",0,0,0,0,0,0
"ENSG00000270701",0,0,0,0,0,0
"ENSG00000270702",0,0,1,0,0,0
"ENSG00000270705",0,0,0,0,0,0
"ENSG00000270708",0,0,0,0,0,0
"ENSG00000270710",0,0,0,0,0,0
"ENSG00000270711",0,0,0,0,0,0
"ENSG00000270712",0,0,0,0,0,0
"ENSG00000270713",0,0,0,0,0,2
"ENSG00000270718",0,0,0,0,0,0
"ENSG00000270719",0,0,0,0,0,0
"ENSG00000270720",15,1,18,6,17,0
"ENSG00000270725",0,0,0,0,0,0
"ENSG00000270726",0,0,0,0,0,11
"ENSG00000270727",0,0,0,0,0,0
"ENSG00000270728",0,0,0,0,0,0
"ENSG00000270733",0,0,0,0,0,0
"ENSG00000270734",0,0,0,0,0,0
"ENSG00000270745",0,0,0,0,0,0
"ENSG00000270749",1,0,0,0,0,0
"ENSG00000270753",0,0,0,0,0,0
"ENSG00000270755",3,3,4,6,0,2
"ENSG00000270760",0,0,0,0,0,0
"ENSG00000270764",0,0,0,0,0,0
"ENSG00000270766",0,0,0,0,0,0
"ENSG00000270767",0,0,0,0,0,0
"ENSG00000270776",1,0,0,0,0,0
"ENSG00000270777",0,0,0,0,0,0
"ENSG00000270779",0,0,0,0,0,0
"ENSG00000270781",0,2,0,0,0,0
"ENSG00000270782",0,0,0,0,0,0
"ENSG00000270789",0,0,0,0,0,0
"ENSG00000270790",0,0,0,0,0,0
"ENSG00000270792",1,0,0,0,0,0
"ENSG00000270794",0,0,0,0,0,0
"ENSG00000270797",0,0,0,0,0,0
"ENSG00000270798",0,0,0,0,0,0
"ENSG00000270799",0,0,0,0,0,0
"ENSG00000270802",3,5,6,9,1,1
"ENSG00000270807",0,0,0,0,0,0
"ENSG00000270808",0,0,0,0,2,0
"ENSG00000270811",0,0,0,0,0,0
"ENSG00000270812",0,0,0,0,0,0
"ENSG00000270815",0,0,0,0,0,0
"ENSG00000270818",0,0,0,0,0,0
"ENSG00000270822",0,0,0,0,0,0
"ENSG00000270823",1,1,3,4,1,0
"ENSG00000270828",1,0,0,0,1,0
"ENSG00000270829",0,0,0,0,0,0
"ENSG00000270830",0,0,0,0,0,0
"ENSG00000270832",0,0,0,0,0,0
"ENSG00000270835",0,0,0,0,0,0
"ENSG00000270838",0,0,0,0,0,0
"ENSG00000270839",0,0,0,0,0,0
"ENSG00000270842",0,0,0,0,0,0
"ENSG00000270850",0,0,0,0,0,0
"ENSG00000270852",0,0,0,0,0,0
"ENSG00000270856",0,0,0,0,0,0
"ENSG00000270857",0,0,0,0,0,0
"ENSG00000270859",0,0,0,0,0,0
"ENSG00000270861",0,0,0,0,0,0
"ENSG00000270866",0,0,0,0,0,0
"ENSG00000270868",0,0,0,0,0,0
"ENSG00000270870",0,0,0,0,0,0
"ENSG00000270871",1,0,0,1,0,1
"ENSG00000270883",0,0,0,2,0,0
"ENSG00000270890",0,0,0,0,0,0
"ENSG00000270891",0,0,0,0,0,0
"ENSG00000270892",0,0,0,0,0,0
"ENSG00000270893",0,0,0,0,0,0
"ENSG00000270894",0,3,2,13,0,4
"ENSG00000270896",0,0,0,0,0,0
"ENSG00000270897",0,0,0,0,0,0
"ENSG00000270902",0,0,0,0,0,0
"ENSG00000270909",0,0,0,0,0,3
"ENSG00000270911",0,0,0,0,0,0
"ENSG00000270914",0,0,0,0,0,0
"ENSG00000270917",0,0,2,0,4,3
"ENSG00000270919",1,0,1,0,1,0
"ENSG00000270924",0,0,0,0,0,0
"ENSG00000270926",0,0,0,0,0,0
"ENSG00000270927",0,0,0,0,0,0
"ENSG00000270933",0,0,0,0,3,2
"ENSG00000270934",0,0,0,0,0,0
"ENSG00000270935",0,0,0,0,0,0
"ENSG00000270937",0,0,0,0,0,0
"ENSG00000270947",0,0,0,0,0,0
"ENSG00000270951",1,0,0,0,0,0
"ENSG00000270953",1,1,0,3,3,0
"ENSG00000270955",0,0,0,0,0,0
"ENSG00000270956",16,22,54,31,5,7
"ENSG00000270957",0,0,0,0,0,0
"ENSG00000270960",0,0,0,0,0,0
"ENSG00000270962",0,0,6,0,0,0
"ENSG00000270966",0,0,0,1,0,0
"ENSG00000270969",0,0,0,0,0,0
"ENSG00000270972",0,7,1,7,0,0
"ENSG00000270976",0,0,0,0,0,0
"ENSG00000270977",59,7,54,12,60,19
"ENSG00000270978",0,1,1,0,1,2
"ENSG00000270980",0,0,0,0,0,0
"ENSG00000270982",0,0,0,0,0,0
"ENSG00000270983",9,2,8,14,10,5
"ENSG00000270987",3,0,5,0,12,2
"ENSG00000270988",0,0,1,0,0,0
"ENSG00000270989",0,0,0,0,0,0
"ENSG00000270990",0,0,0,0,0,0
"ENSG00000270992",0,2,0,1,0,0
"ENSG00000270993",0,0,0,0,0,0
"ENSG00000270994",0,0,0,0,0,0
"ENSG00000270996",0,0,1,1,0,0
"ENSG00000270997",0,0,0,0,0,0
"ENSG00000271002",0,0,0,0,0,0
"ENSG00000271003",0,0,0,0,0,0
"ENSG00000271009",7,11,10,12,3,4
"ENSG00000271010",12,2,8,11,6,0
"ENSG00000271011",11,7,11,21,1,0
"ENSG00000271014",0,0,0,0,0,0
"ENSG00000271018",0,0,0,0,0,0
"ENSG00000271021",0,0,0,0,0,0
"ENSG00000271022",0,1,0,0,0,0
"ENSG00000271025",0,0,0,0,0,0
"ENSG00000271027",0,0,0,0,0,0
"ENSG00000271028",0,0,0,0,0,0
"ENSG00000271029",0,0,0,1,0,1
"ENSG00000271032",1,0,3,4,0,0
"ENSG00000271042",0,0,0,0,0,0
"ENSG00000271044",0,0,0,0,0,0
"ENSG00000271046",2,0,6,4,1,1
"ENSG00000271047",94,13,49,25,65,19
"ENSG00000271048",0,0,0,0,0,0
"ENSG00000271049",0,0,0,0,0,0
"ENSG00000271053",0,0,0,0,0,0
"ENSG00000271057",0,0,0,0,0,0
"ENSG00000271064",0,0,0,0,0,0
"ENSG00000271071",0,0,0,0,0,0
"ENSG00000271074",0,0,0,0,0,0
"ENSG00000271075",0,0,0,0,0,0
"ENSG00000271078",0,0,0,0,0,0
"ENSG00000271088",0,0,0,0,0,0
"ENSG00000271094",0,0,0,0,0,0
"ENSG00000271099",5,17,12,37,1,5
"ENSG00000271100",0,0,0,0,0,0
"ENSG00000271101",0,0,0,0,0,0
"ENSG00000271111",0,0,0,0,0,0
"ENSG00000271113",0,0,1,0,0,0
"ENSG00000271114",0,0,0,0,0,0
"ENSG00000271117",0,0,0,0,0,0
"ENSG00000271118",0,0,0,0,0,0
"ENSG00000271127",1,0,0,0,0,5
"ENSG00000271128",0,0,0,0,0,0
"ENSG00000271129",0,0,0,0,0,0
"ENSG00000271136",0,0,0,0,0,0
"ENSG00000271141",3,1,15,9,2,3
"ENSG00000271143",0,0,0,0,0,0
"ENSG00000271148",0,0,0,0,0,0
"ENSG00000271149",0,0,0,0,0,0
"ENSG00000271150",0,0,0,0,0,0
"ENSG00000271151",2,0,2,2,4,1
"ENSG00000271154",0,0,0,0,0,0
"ENSG00000271155",7,1,9,1,4,2
"ENSG00000271156",0,0,0,0,0,0
"ENSG00000271157",0,0,0,0,0,0
"ENSG00000271162",0,0,0,0,0,0
"ENSG00000271166",0,0,0,0,0,0
"ENSG00000271172",0,0,0,0,0,0
"ENSG00000271175",0,0,0,0,0,0
"ENSG00000271177",0,0,0,0,0,0
"ENSG00000271181",0,0,0,0,0,0
"ENSG00000271182",1,0,0,0,0,0
"ENSG00000271184",0,0,0,0,0,0
"ENSG00000271185",1,0,0,0,0,0
"ENSG00000271187",0,0,0,0,0,0
"ENSG00000271192",0,0,0,0,0,0
"ENSG00000271195",0,0,0,0,0,0
"ENSG00000271196",0,0,0,1,0,0
"ENSG00000271199",6,3,5,11,0,0
"ENSG00000271201",0,0,0,1,0,0
