"","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000283369",0,0,0,0,0,0
"ENSG00000283371",0,0,0,0,0,0
"ENSG00000283372",0,0,0,0,0,0
"ENSG00000283375",0,0,0,0,0,0
"ENSG00000283376",0,0,0,0,1,0
"ENSG00000283377",0,2,0,0,0,0
"ENSG00000283378",5.852,33.092,0,0,8.533,48.135
"ENSG00000283379",0,0,0,0,0,0
"ENSG00000283380",1.343,5.737,3.28,3.563,2,0.954
"ENSG00000283381",0,0,0,0,0,0
"ENSG00000283383",0,0,0,0,0,0
"ENSG00000283384",3.731,24.117,10.134,10.938,7.553,7.309
"ENSG00000283385",0,0,0,0,0,0
"ENSG00000283386",0,0,0,0,0,0
"ENSG00000283389",0,1.477,2.36,0,0,0
"ENSG00000283390",0,0,0,0,0,0
"ENSG00000283392",1.005,2.524,0,2.049,2,0
"ENSG00000283393",1.201,1.429,0,0,2.67,0
"ENSG00000283394",0,0,0,0,0,0
"ENSG00000283399",0,6,1,4,4,2
"ENSG00000283400",0,0,0,0,0,0
"ENSG00000283402",0,0,0,0,0,0
"ENSG00000283403",23.107,3.746,5.829,1.062,2.14,0
"ENSG00000283405",0,0.964,0,0,0,0
"ENSG00000283408",0,0,0,0,0,1
"ENSG00000283409",0,0,0,0,0,0
"ENSG00000283411",1.513,0,0,0,0,0
"ENSG00000283412",0,0,0,0,0,0
"ENSG00000283413",0,0,0,0,0,0
"ENSG00000283414",0,0,0,0,0,0
"ENSG00000283415",0,2.421,3.817,3.016,1.031,1.004
"ENSG00000283416",0,1,0,0,0,0
"ENSG00000283417",0,1.068,0,0,1.011,0
"ENSG00000283418",0,0,0,0,0,0
"ENSG00000283419",0,0,0,0,0,0
"ENSG00000283420",0,0,0,0,0,0
"ENSG00000283421",0,0,0,0,0,0
"ENSG00000283422",0,10.437,0,16.892,6.424,13.764
"ENSG00000283423",0,0,0,0,0,0
"ENSG00000283426",0,0,0,0,0,0
"ENSG00000283427",0,0,0,0,0,0
"ENSG00000283428",0,0,0,0,0,0
"ENSG00000283431",0,0,0,0,0,0
"ENSG00000283432",0,0,0,0,0,0
"ENSG00000283433",0,0,4,0,1,3
"ENSG00000283434",0,0,0,0,0,0
"ENSG00000283435",0,0,0,0,0,0
"ENSG00000283436",0,0,0,0,0,0
"ENSG00000283438",0,0,0,0,0,0
"ENSG00000283439",0,0,0,0,0,0
"ENSG00000283440",0,4.132,0,0,0,0
"ENSG00000283441",0,1,0,0,0,0
"ENSG00000283442",0,0,0,0,0,0
"ENSG00000283443",0,0,0,0,0,0
"ENSG00000283444",0,6,1,1,2,1
"ENSG00000283445",0,31.536,20.404,7.834,2.269,2
"ENSG00000283446",0,0,0,0,0,0
"ENSG00000283450",0,0,0,0,0,0
"ENSG00000283451",0,0,0,0,0,0
"ENSG00000283452",0,0,0,0,0,0
"ENSG00000283453",0,0,0,0,0,0
"ENSG00000283455",0,0,0,0,0,0
"ENSG00000283456",0,0,0,0,0,0
"ENSG00000283457",0,0,0,0,0,0
"ENSG00000283458",0,0,0,1,1,0
"ENSG00000283459",0,0,0,0,0,0
"ENSG00000283461",0,0,0,0,0,0
"ENSG00000283462",0,2.953,8.099,1.868,0,0
"ENSG00000283463",0,0,0.5,0,0,0
"ENSG00000283464",18.406,4.056,3.572,4.311,16.101,1.012
"ENSG00000283468",0,0,0,0,0,0
"ENSG00000283469",0,0,0,0,0,0
"ENSG00000283471",0,0,0,0,0,0
"ENSG00000283473",0,0,0,0,0,0
"ENSG00000283474",0,0,0,0,0,0
"ENSG00000283476",0,0,0,0,0,0
"ENSG00000283477",0,0,0,0,0,0
"ENSG00000283479",0,0,0,0,0,0
"ENSG00000283480",0,0,0,0,0,1
"ENSG00000283481",0,0,0,0,0,0
"ENSG00000283483",0,1.031,0,0,0,0
"ENSG00000283484",0,0,0,0,0,0
"ENSG00000283487",0,0,0,0,0,0
"ENSG00000283489",0,0,0,0,0,0
"ENSG00000283490",0,0,0,0,0,0
"ENSG00000283491",2,0,0,0,0,0
"ENSG00000283492",0,0,0,0,0,0
"ENSG00000283493",0,0,0,0,0,0
"ENSG00000283496",0,0,0,0,0,0
"ENSG00000283497",0,0,0,0,0,0
"ENSG00000283499",0,0,0,0,0,0
"ENSG00000283502",0,0,0,0,0,0
"ENSG00000283503",1.301,14.776,6.854,13.92,3.683,5.834
"ENSG00000283504",1,0,1,0,2,0
"ENSG00000283505",0,0,0,0,0,0
"ENSG00000283506",0,0,0,0,0,0
"ENSG00000283507",0,0,0,0,0,0
"ENSG00000283509",0,0,0,0,0,0
"ENSG00000283511",0,0,0,0,0,2
"ENSG00000283514",0,0,0,0,0,0
"ENSG00000283515",145.762,12.163,74.543,69.801,78.779,79.766
"ENSG00000283516",2,0,9,0,2,0
"ENSG00000283517",0,0,0,0,0,0
"ENSG00000283518",0,2.03,0,3.183,0,0
"ENSG00000283519",0,0,0,0,0,0
"ENSG00000283522",0,0,0,0,0,0
"ENSG00000283523",0,0,0,0,0,0
"ENSG00000283524",0,0,0,0,0,0
"ENSG00000283525",0,18,0,23,0,8
"ENSG00000283526",0,3.175,3.79,13.32,2.288,0
"ENSG00000283527",0,0,0,0,0,0
"ENSG00000283528",16.579,0,7.243,0,95.419,3.07
"ENSG00000283529",0,0,0,0,0,0
"ENSG00000283532",0,0,0,0,0,0
"ENSG00000283534",0,0,0,0,0,0
"ENSG00000283535",0,0,0,0,0,0
"ENSG00000283536",0,0,0,0,0,0
"ENSG00000283537",0,0,0,0,0,0
"ENSG00000283538",0,0,1,1,0,0
"ENSG00000283540",0,0,0,0,0,0
"ENSG00000283541",0,0,0,0,0,0
"ENSG00000283542",0,0,0,0,0,0
"ENSG00000283544",0,0,0,0,0,0
"ENSG00000283545",0.999,0,1,0,1,0
"ENSG00000283546",0,0,0,0,0,0
"ENSG00000283547",0,0,0,0,0,0
"ENSG00000283549",19.982,9.493,8.802,20.892,26.865,0
"ENSG00000283550",0,0,0,0,0,0
"ENSG00000283551",0,0,0,0,0,0
"ENSG00000283554",4,1,5,0,3,0
"ENSG00000283555",0,0,0,0,0,0
"ENSG00000283556",0,0,0,0,0,0
"ENSG00000283558",0,0,0,0,0,0
"ENSG00000283559",0,0,0,0,0,0
"ENSG00000283561",0,0,0,0,0,0
"ENSG00000283562",0,0,0,0,0,0
"ENSG00000283563",9.606,14.138,8.288,10.074,2.019,0
"ENSG00000283564",0,0,0,0,0,0
"ENSG00000283566",0,0,1.081,0,0,0
"ENSG00000283567",0,0,0,0,0,0
"ENSG00000283568",0,0,0,0,0,0
"ENSG00000283569",0,0,0,0,0,0
"ENSG00000283571",0,0,0,1,0,0
"ENSG00000283572",0,0,0,0,0,0
"ENSG00000283573",0,2,1,0,2,5
"ENSG00000283575",0,0,0,0,0,0
"ENSG00000283576",0,0,0,0,0,0
"ENSG00000283578",0,0,1,0,0,0
"ENSG00000283579",2,0,0,0,0,0
"ENSG00000283580",0,0,0,0,0,25.525
"ENSG00000283582",0,0,0,0,0,0
"ENSG00000283583",0,0,0,0,0,0
"ENSG00000283584",0,0,0,0,0,0
"ENSG00000283586",0,0,0,0,0,0
"ENSG00000283587",0,0,0,0,0,0
"ENSG00000283588",0,0,0,0,0,0
"ENSG00000283591",0,0,0,0,0,0
"ENSG00000283592",0,0,0,0,0,0
"ENSG00000283597",0,4,4,1,1.011,0
"ENSG00000283598",0,0,0,0,0,0
"ENSG00000283599",0,0,0,0,0,0
"ENSG00000283601",0,0,0,0,0,0
"ENSG00000283602",6,12.997,39.432,7.964,25.002,4.986
"ENSG00000283603",0,0,0,0,0,0
"ENSG00000283604",0,0,0,0,0,0
"ENSG00000283605",0,0,0,0,0,0
"ENSG00000283607",0,0,0,0,0,0
"ENSG00000283608",0,0.996,0,0,0,0
"ENSG00000283609",0,0,0,0,0,0
"ENSG00000283611",0,0,0,0,0,0
"ENSG00000283612",0,0,0,0,0,0
"ENSG00000283613",0,0,0,0,0,0
"ENSG00000283614",0,0,2,0,0,0
"ENSG00000283615",0,0,0,0,0,0
"ENSG00000283616",0,0,0,0,0,0
"ENSG00000283618",0,0,0,0,0,0
"ENSG00000283621",0,0,0,0,0,0
"ENSG00000283622",0,0,0,0,0,0
"ENSG00000283625",0,0,0,0,0,0
"ENSG00000283626",0,0,0,0,0,0
"ENSG00000283627",0,0,0,0,0,0
"ENSG00000283629",0,0,0,0,0,0
"ENSG00000283631",0,0,0,0,0,0
"ENSG00000283632",0,8.905,7.073,10.201,7.747,25.154
"ENSG00000283633",3649.935,195.322,2296.98,143.182,3395.821,263.211
"ENSG00000283634",0,0,0,0,0,0
"ENSG00000283635",2.835,39.74,11.196,34.339,11.819,15.153
"ENSG00000283636",0,0,0,0,0,0
"ENSG00000283637",0,0,0,0,0,0
"ENSG00000283638",0,0,0,0,0,0
"ENSG00000283639",0,0,0,0,0,0
"ENSG00000283644",0,0,0,0,0,0
"ENSG00000283645",0,0,0,0,0,0
"ENSG00000283646",2,14,7,13,11,50
"ENSG00000283647",0,0,0,0,0,0
"ENSG00000283648",0,0,1,4,5,2
"ENSG00000283653",0,0,0,0,0,0
"ENSG00000283654",0,0,0,0,0,0
"ENSG00000283656",0,0,0,0,0,0
"ENSG00000283657",0,0,0,2,2,5
"ENSG00000283659",0,0,0,0,0,0
"ENSG00000283662",0,14.584,18.411,6.534,7.196,14.195
"ENSG00000283663",0,0,0,0,0,0
"ENSG00000283664",0,0,0,0,0,0
"ENSG00000283665",0,0,0,0,0,0
"ENSG00000283666",0,0,0,0,0,0
"ENSG00000283667",0,3,0,1,3,0
"ENSG00000283669",0,0,0,0,0,0
"ENSG00000283672",0,0,0,0,0,0
"ENSG00000283673",0,0,0,0,0,0
"ENSG00000283674",266.527,263.37,252.873,197.232,203.147,98.585
"ENSG00000283675",0,0,0,0,0,0
"ENSG00000283676",0,0,0,0,0,0
"ENSG00000283677",0,0,0,0,0,0
"ENSG00000283678",0,0,0,0,0,0
"ENSG00000283679",0,0,0,0,0,0
"ENSG00000283680",0,0,0,0,0,0
"ENSG00000283682",0,0,0,0,0,0
"ENSG00000283683",3.001,4.821,2,0,2.021,2.019
"ENSG00000283684",29.271,0,3.748,0,0,0
"ENSG00000283685",0,0,0,0,0,0
"ENSG00000283686",0,0,0,0,0,0
"ENSG00000283688",0,0,0,0,0,0
"ENSG00000283689",0,0,0,0,0,2
"ENSG00000283690",0,0,0,0,0,0
"ENSG00000283691",0,0,0,0,0,0
"ENSG00000283692",0,1,0,0,0,0
"ENSG00000283694",0,0,0,0,0,0
"ENSG00000283695",0,0,0,0,0,0
"ENSG00000283696",3,11.986,6.002,28.001,7.039,3
"ENSG00000283697",0,0,0.5,0,0,0
"ENSG00000283698",1.241,7.067,6.717,3.905,2.511,0
"ENSG00000283699",0,0,0,0,0,0
"ENSG00000283701",0,2,0,0,0,0
"ENSG00000283703",0.861,0,0,0,1.001,0
"ENSG00000283704",0,0,0,0,0,0
"ENSG00000283705",0,0,0,0,0,0
"ENSG00000283706",0,0,0,0,2,0
"ENSG00000283709",0,0,0,0,0,0
"ENSG00000283710",0,0,0,0,0,0
"ENSG00000283712",0,0,0,0,0,0
"ENSG00000283717",0,0,0,0,0,4.599
"ENSG00000283721",0,1,0,0,0,0
"ENSG00000283724",0,0,0,0,0,0
"ENSG00000283726",0,0,0,0,2,2
"ENSG00000283728",0,0,0,0,0,0
"ENSG00000283733",0,0,0,0,0,0
"ENSG00000283734",0,0,0,0,0,0
"ENSG00000283736",0,0,0,0,0,0
"ENSG00000283737",11.629,156.302,58.199,164.854,45.142,38.737
"ENSG00000283740",0,0,1,0,0,1.002
"ENSG00000283743",0,0,0,3.439,6.661,0
"ENSG00000283744",0,0,0,0,0,0
"ENSG00000283745",0,0,0,0,0,0
"ENSG00000283749",0,0,0,0,0,0
"ENSG00000283751",0,0,0,0,0,0
"ENSG00000283752",0,0,0,0,0,0
"ENSG00000283755",0,0,0,0,0,0
"ENSG00000283757",0,0,0,1,0,0
"ENSG00000283758",0,0,0,0,0,0
"ENSG00000283759",0,0,0,0,0,1.988
"ENSG00000283761",96.536,66.077,12.329,256.799,53.019,208.909
"ENSG00000283762",0,0,0,0,0,0
"ENSG00000283764",0,0,0,0,1,0
"ENSG00000283765",0,6.904,21.304,0,0,0
"ENSG00000283766",0,0,0,0,0,0
"ENSG00000283768",0,0,0,0,0,0
"ENSG00000283769",0,13.334,3.465,0,0,0
"ENSG00000283770",0,0,0,0,0,0
"ENSG00000283772",0,0,0,0,0,0
"ENSG00000283773",0,0,1.545,2.667,4.889,4.894
"ENSG00000283774",0,0,0,0,0,0
"ENSG00000283775",0,0,0,0,0,0
"ENSG00000283776",0,0,0,0,0,0
"ENSG00000283782",95.04,144.855,199.038,190.153,230.374,254.14
"ENSG00000283783",0.907,0,0,0,0,0
"ENSG00000283785",0,0,0,0,0,3
"ENSG00000283787",0,2,3,0,0,0
"ENSG00000283788",0,0,0,0,0,0
"ENSG00000283789",0,0,0,0,1,0
"ENSG00000283791",0,0,0,0,0,0
"ENSG00000283792",0,0,0,0,0,0
"ENSG00000283793",0,0,0,0,0,0
"ENSG00000283795",0,0,0,0,0,0
"ENSG00000283796",0,0,0,0,0,0
"ENSG00000283797",0,0,0,0,0,0
"ENSG00000283798",0,0,0,0,0,0
"ENSG00000283799",0,0,0,0,0,0
"ENSG00000283803",0,0,0,0,0,0
"ENSG00000283805",0,2,1,2,1,1
"ENSG00000283809",0,19.853,17.056,10.361,2.769,25.47
"ENSG00000283813",0,0,0,0,0,0
"ENSG00000283815",0,0,0,0,0,0
"ENSG00000283818",0,0,0,0,0,0
"ENSG00000283819",0,0,0,0,0,0
"ENSG00000283821",0,0,0,0,0,0
"ENSG00000283822",1,0,0,0,2,0
"ENSG00000283824",0,0,0,8.675,0,0
"ENSG00000283828",0,6,1,5,0,0
"ENSG00000283829",0,0,0,0,0,0
"ENSG00000283836",0,0,0,0.655,0,0
"ENSG00000283839",6,108,146,120,130,31
"ENSG00000283840",0,0,0,0,0,0
"ENSG00000283842",0,0,0,0,0,0
"ENSG00000283844",0,0,0,0,0,0
"ENSG00000283845",0,1,0,0,0,0
"ENSG00000283848",0,0,0,0,0,0
"ENSG00000283849",13,20,6,4,17,3
"ENSG00000283853",0,0,0,0,0,0
"ENSG00000283856",0,0,0,0,0,0
"ENSG00000283857",0,0,0,0,0,0
"ENSG00000283858",0,0,0,0,0,0
"ENSG00000283863",0,0,0,0,0,0
"ENSG00000283865",0,0,0,0,0,0
"ENSG00000283867",2.63,0,0,0,0,0
"ENSG00000283871",0,0,0,0,0,0
"ENSG00000283873",0,0,0,0,0,0
"ENSG00000283874",0,0,0,0,0,0
"ENSG00000283876",0,0,0,2,0,0
"ENSG00000283877",0,0,0,0,0,0
"ENSG00000283879",0,0,0,0,0,1
"ENSG00000283880",0,0,0,0,0,0
"ENSG00000283881",0,0,0,0,0,3.048
"ENSG00000283885",0,0,0,0,0,0
"ENSG00000283886",0,0,0,0,3.499,0
"ENSG00000283888",0,0,0,0,0,0
"ENSG00000283891",0,0,0,0,0,0
"ENSG00000283894",0,0,0,0,0,0
"ENSG00000283897",10.013,7.36,7.254,4.098,9.693,11.676
"ENSG00000283899",0,0,0,0,0,0
"ENSG00000283900",0,0,0,0,8.897,0
"ENSG00000283904",0,0,0,0,0,0
"ENSG00000283906",0,0,0,0,0,0
"ENSG00000283907",10845,6968,5130,3926,7664,3083
"ENSG00000283913",0,1,0,0,0,0
"ENSG00000283914",0,0,0,0,0,0
"ENSG00000283920",0,0,0,0,0,0
"ENSG00000283923",0,0,0,0,0,0
"ENSG00000283926",0,0,0,0,0,0
"ENSG00000283927",0,0,0,0,0,0
"ENSG00000283928",0,0,0,0,0,0
"ENSG00000283929",0,1,2,4,4,2
"ENSG00000283930",0,30.444,12.883,26.597,9.75,7.561
"ENSG00000283931",0,0,0,0,0,0
"ENSG00000283933",0,0,0,0,0,0
"ENSG00000283935",0,0,0,0,0,0
"ENSG00000283936",0,0,0,0,0,0
"ENSG00000283938",0,0,0,0,0,0
"ENSG00000283940",0,0,0,0,0,0
"ENSG00000283941",0,0,0,0,0,0
"ENSG00000283944",0,0,16.702,31.81,0,0
"ENSG00000283945",0,0,0,0,0,0
"ENSG00000283948",0,0,0,0,0,0
"ENSG00000283950",0,0,0,0,0,0
"ENSG00000283952",0,0,0,0,0,0
"ENSG00000283956",0,0,0,0,0,0
"ENSG00000283958",0,7.58,0,0,0,4.564
"ENSG00000283959",10.322,11.268,18.337,15.567,27.546,7.913
"ENSG00000283967",0,0,0,0,0,0
"ENSG00000283969",0,0,0,0,0,0
"ENSG00000283971",0,0,0,0,0,0
"ENSG00000283972",0,0,0,0,0,0
"ENSG00000283973",0,0,0,1,0,3
"ENSG00000283977",0,5.4,0,0,1.342,0
"ENSG00000283978",0,0,0,0,0,0
"ENSG00000283980",0,0,0,0,0,0
"ENSG00000283982",0,0,2,2,1,0
"ENSG00000283988",0,0,0,0,0,0
"ENSG00000283990",0,0,0,0,0,0
"ENSG00000283991",0,0,0,0,0,0
"ENSG00000283992",0,0,4,0,1,0
"ENSG00000283994",0,30,19,11,9,10
"ENSG00000283998",0,0,0,0,0,0
"ENSG00000283999",0,0,0,0,0,0
"ENSG00000284000",0,0,0,0,0,0
"ENSG00000284003",0,0,0,0,0,0
"ENSG00000284005",0,2.513,0,0,0,0
"ENSG00000284008",0,0,0,0,0,0
"ENSG00000284010",0,0,0,0,0,0
"ENSG00000284011",0,0,0,0,0,0
"ENSG00000284012",0,0,0,0,0,0
"ENSG00000284015",0,0,0,0,0,0
"ENSG00000284018",0,0,0,0,0,0
"ENSG00000284020",0,0,0,0,0,0
"ENSG00000284024",682.602,244.834,409.724,227.403,436.866,161.122
"ENSG00000284027",0,0,0,0,0,0
"ENSG00000284028",0,0,0,0,0,0
"ENSG00000284029",0,0,0,0,0,0
"ENSG00000284031",0,0,0,0,0,0
"ENSG00000284032",0,0,0,0,0,0
"ENSG00000284034",0,0,0,0,1,0
"ENSG00000284035",0,1,0,0,1,0
"ENSG00000284038",0,0,0,0,0,0
"ENSG00000284040",0,0,0,0,0,0
"ENSG00000284042",0,0,0,0,0,0
"ENSG00000284043",0,0,0,0,0,0
"ENSG00000284047",0,0,0,1,0,0
"ENSG00000284048",0,0,0,75.643,0,13.491
"ENSG00000284049",0,0,0,0,0,0
"ENSG00000284052",0,16,5,17.001,7,3
"ENSG00000284054",0,0,0,0,0,0
"ENSG00000284055",0,0,0,0,0,0
"ENSG00000284057",10.038,0,0,0,0,62.07
"ENSG00000284059",0,0,0,0,0,0
"ENSG00000284060",0,0,0,0,0,0
"ENSG00000284062",0,0,0,0,0,0
"ENSG00000284064",0,0,0,0,0,0
"ENSG00000284065",0,0,0,0,0,0
"ENSG00000284067",0,0,0,0,0,0
"ENSG00000284070",1.414,2.002,0,0,3.067,0
"ENSG00000284071",0,0,0,0,0,0
"ENSG00000284074",0,0,0,0,0,0
"ENSG00000284078",0,0,0,0,0,0
"ENSG00000284079",0,0,0,0,0,0
"ENSG00000284081",0,0,0,0,0,0
"ENSG00000284082",0,0,0,0,0,0
"ENSG00000284084",0,1,0,0,0,0
"ENSG00000284085",0,0,0,0,0,0
"ENSG00000284087",0,0,0,0,0,0
"ENSG00000284092",0,0,0,0,0,0
"ENSG00000284094",0,0,0,0,0,0
"ENSG00000284095",12.954,118.685,65.279,141.267,18.161,46.968
"ENSG00000284098",0,0,0,0,0,0
"ENSG00000284107",0,0,0,0,0,0
"ENSG00000284108",0,0,0,0,0,0
"ENSG00000284112",0,0,0,0,0,0
"ENSG00000284114",0,0,0,0,0,0
"ENSG00000284116",10.441,3.866,0,3.86,21.201,4.68
"ENSG00000284117",0,0,3.987,0,0,0.934
"ENSG00000284118",0,0,0,0,1.551,0
"ENSG00000284121",0,0,0,0,0,0
"ENSG00000284122",0,0,0,0,0,0
"ENSG00000284125",0,0,0,0,0,0
"ENSG00000284128",0,0,0,0,0,0
"ENSG00000284129",0,0,0,0,0,0
"ENSG00000284130",0,8.925,7.166,14.554,0,6.516
"ENSG00000284134",0,0,0,0,0,0
"ENSG00000284135",57.825,0,0,0,0,0
"ENSG00000284138",0,0,1,7,1,1
"ENSG00000284139",0,0,0,0,0,0
"ENSG00000284140",0,0,0,0,0,0
"ENSG00000284142",0,0,0,0,0,0
"ENSG00000284143",2.352,0,0.569,0,1.647,0
"ENSG00000284144",0,0,0,0,0,0
"ENSG00000284146",0,0,0,0,4.311,0
"ENSG00000284147",0,0,0,0,0,0
"ENSG00000284148",0,0,0,0,0,0
"ENSG00000284149",0,0,0,0,0,0
"ENSG00000284152",0,0,0,0,0,0
"ENSG00000284154",0,1,0,0,0,0
"ENSG00000284155",0,0,0,0,0,0
"ENSG00000284157",0,0,0,0,0,0
"ENSG00000284158",0,0,0,0,0,0
"ENSG00000284159",0,0,0,0,0,0
"ENSG00000284160",0,0,0,0,0,0
"ENSG00000284162",0,0,0,0,0,0
"ENSG00000284163",0,0,0,0,0,0
"ENSG00000284167",0,0,0,0,0,0
"ENSG00000284171",0,0,0,0,0,0
"ENSG00000284173",0,0,0,0,0,0
"ENSG00000284175",0,0,0,0,0,0
"ENSG00000284176",0,0,0,0,0,0
"ENSG00000284179",0,0,0,0,0,0
"ENSG00000284180",0,0,0,0,0,0
"ENSG00000284182",0,0,0,0,0,0
"ENSG00000284184",0,4.864,0,0,0,0
"ENSG00000284185",0,0,0,0,0,0
"ENSG00000284186",0,0,0,0,0,0
"ENSG00000284188",0,0,0,0,0,0
"ENSG00000284190",0,0,0,0,0,0
"ENSG00000284191",0,2.278,0,6.808,5.997,0
"ENSG00000284193",0,0,0,0,0,0
"ENSG00000284194",94,316.195,545.279,344.242,574.236,149.713
"ENSG00000284195",0,0,0,0,0,0
"ENSG00000284196",0,10.691,5.073,8.874,11.284,1.223
"ENSG00000284197",1,0,0,0,2,0
"ENSG00000284200",0,0,0,0,0,0
"ENSG00000284202",0,0,0,0,0,0
"ENSG00000284203",0,0,0,0,0,0
"ENSG00000284204",0,0,0,0,0,0
"ENSG00000284209",0,0,0,0,0,0
"ENSG00000284214",0,0,0,0,0,1.6
"ENSG00000284216",0,0,0,1.808,0,0
"ENSG00000284219",0,0,0,0,0,0
"ENSG00000284221",0,0,0,0,0,0
"ENSG00000284224",0,0,0,0,0,0
"ENSG00000284229",0,0,0,0,0,0
"ENSG00000284231",0,0,0,0,0,0
"ENSG00000284233",0,0,0,0,0,0
"ENSG00000284234",0,0,0,0,0,0
"ENSG00000284237",0,2,0,4,0,0
"ENSG00000284239",0,0,0,0,0,0
"ENSG00000284240",2.522,4.408,8.419,5.352,19.653,4.832
"ENSG00000284242",0,1.13,0,0,0,0
"ENSG00000284246",0,0,0,0,0,0
"ENSG00000284247",0,0,0,0,0,0
"ENSG00000284250",0,0,0,0,0,0
"ENSG00000284251",0,0,0,0,0,0
"ENSG00000284252",0,0,0,0,0,0
"ENSG00000284253",0,0,0,0,0,0
"ENSG00000284256",0,0,0,0,0,0
"ENSG00000284258",0,1.539,0,0,1.912,0
"ENSG00000284259",0,0,0,0,0,0
"ENSG00000284261",0,0,0,0,0,0
"ENSG00000284263",0,0,0,0,0,0
"ENSG00000284265",0,0,0,0.884,0,0
"ENSG00000284266",0,0,0,0,0,0
"ENSG00000284268",0,0,0,0,0,0
"ENSG00000284269",0,0,0,0,0,0
"ENSG00000284272",0,0,0,0,0,0
"ENSG00000284276",0,0,0,0,0,0
"ENSG00000284277",0,0,0,0,0,0
"ENSG00000284280",0,0,0,0,0,0
"ENSG00000284283",0,0,0,0,0,0
"ENSG00000284284",0,0,0,0,0,0
"ENSG00000284286",0,0,0,1,0,0
"ENSG00000284288",0,0,0,0,0,0
"ENSG00000284289",0,0,0,0,0,0
"ENSG00000284291",0,0,0,0,0,0
"ENSG00000284292",1880.272,422.935,1745.384,740.883,2110.206,446.151
"ENSG00000284293",0,0,0,0,0,0
"ENSG00000284294",19.216,0,0,0,13.398,0
"ENSG00000284300",0,0,0,0,0,0
"ENSG00000284305",0,0,0,0,0,0
"ENSG00000284306",0,0,5.957,0,0,0
"ENSG00000284308",6.571,2.232,10.167,20.137,0,2.932
"ENSG00000284309",40,1,46,7,43,44
"ENSG00000284310",0,0,0,0,0,0
"ENSG00000284311",0,0,0,0,0,0
"ENSG00000284317",0,0,0,0,0,0
"ENSG00000284321",0,0,0,0,0,0
"ENSG00000284324",0,0,0,0,0,0
"ENSG00000284325",1,0,1,0,0,0
"ENSG00000284327",0,0,0,0,0,0
"ENSG00000284328",0,0,0,0,0,0
"ENSG00000284329",0,0,0,0,0,0
"ENSG00000284331",0,0,1,0,0,0
"ENSG00000284332",0,0,0,0,0,0
"ENSG00000284334",0,0,0,0,0,0
"ENSG00000284336",0,0,0,0,0,0
"ENSG00000284337",1.508,3.836,134.099,9.196,3.798,28.348
"ENSG00000284341",0,0,0,0,0,0
"ENSG00000284343",0,0,0,0,0,0
"ENSG00000284344",0,0,0,0,0,0
"ENSG00000284346",0,0,0,0,0,0
"ENSG00000284351",0,0,0,0,0,0
"ENSG00000284353",0,0,0,0,0,0
"ENSG00000284357",0,0,0,0,0,0
"ENSG00000284360",0,1,1,0,0,0
"ENSG00000284361",0,0.95,0,0,0,0
"ENSG00000284362",0,0,0,0,0,0
"ENSG00000284363",0,0,0,0,0,0
"ENSG00000284364",0,0,0,0,0,0
"ENSG00000284368",0,0,14.363,0,10.356,0
"ENSG00000284370",0,0,1,0,0,0
"ENSG00000284372",0,0,0,0,0,0
"ENSG00000284373",0,0,0,0,0,0
"ENSG00000284375",0,0,0,0,0,0
"ENSG00000284376",5.796,2.371,4.603,0,5.44,0
"ENSG00000284377",0,0,0,0,0,0
"ENSG00000284378",0,0,0,0,0,0
"ENSG00000284385",0,0,0,0,0,0
"ENSG00000284386",0,64.445,3.047,145.3,25.458,40.161
"ENSG00000284387",0,3.503,0,1.667,0,0
"ENSG00000284388",0,0,0,0,0,0
"ENSG00000284391",3,0,0,0,0,0
"ENSG00000284393",0,0,0,0,0,0
"ENSG00000284394",0,0,0,0,0,0
"ENSG00000284395",0,0,0,0,1,0
"ENSG00000284399",0,0,0,0,0,0
"ENSG00000284402",0,0,0,0,0,0
"ENSG00000284407",0,0,0,0,0,0
"ENSG00000284410",0,0,0,0,0,0
"ENSG00000284411",0,0,0,1,1.406,0
"ENSG00000284412",0,0,0,0,0,0
"ENSG00000284415",0,0,0,0,0,2.745
"ENSG00000284416",0,0,0,0,0.931,0
"ENSG00000284418",8.268,0,1.85,1.039,5.744,0
"ENSG00000284419",0,8,8,12,6,3
"ENSG00000284421",0,0,0,0,0,0
"ENSG00000284424",1.76,0,0,0,1.4,0
"ENSG00000284425",0,1,0,0,1,0
"ENSG00000284427",0,0,0,0,0,0
"ENSG00000284428",18.813,49.985,57.584,68.486,32.862,39.068
"ENSG00000284430",1.008,11.858,4.917,4.815,1.042,2.096
"ENSG00000284431",41.143,158.129,192.615,189.337,219.531,237.721
"ENSG00000284433",0,0,0,0,0,0
"ENSG00000284435",0,0,0,0,0,0
"ENSG00000284436",0.998,0,0,0,0,0
"ENSG00000284438",0,0,0,0,0,0
"ENSG00000284439",0,0,0,0,0,0
"ENSG00000284440",0,0,0,0,0,0
"ENSG00000284442",0,0,0,0,0,0
"ENSG00000284443",0,0,0,0,0,0
"ENSG00000284446",0,0,0,0,0,0
"ENSG00000284447",0,0,0,0,0,0
"ENSG00000284448",0,0,0,0,0,0
"ENSG00000284450",0,0,0,0,0,0
"ENSG00000284452",0,0,0,0,0,0
"ENSG00000284453",0,0,0,0,0,0
"ENSG00000284458",0,0,0,0,0,0
"ENSG00000284459",0,0,0,0,0,0
