"","WT_1.gProcessedSignal","WT_2.gProcessedSignal","RNA5_TLR4_1.gProcessedSignal","RNA5_TLR4_2.gProcessedSignal"
"lnc-RP11-1396O13.13.1-1",4.69069731514857,4.21325626402793,4.5027024858654,4.62384495092152
"DUSP19",4.00901192502158,4.83435021698439,4.36891289802138,4.81815790880308
"lnc-OXNAD1-2",4.76740849106552,5.08311306187609,4.98843170547797,3.18827538814009
"LOC105377979",4.25603838959489,3.85295921453358,5.05987446378849,4.85708232230088
"SRCIN1",4.77815560244998,4.38558069036615,4.24848687736727,4.61306691236443
"LOC105375826",4.9078753872236,4.79701801614482,4.32811616494166,3.99115466525996
"lnc-C1orf123-1",4.02847614146759,4.43783364101967,4.85232571423375,4.70378619045216
"lnc-SUCLA2-1",4.38189615360565,4.93934261422849,4.56915683307804,4.13180447529457
"LINC01436",4.76287397080112,4.56473278558454,4.13427512888217,4.56011707969629
"PDE1B",5.07233307788802,4.6483154272421,4.41564549782567,3.88358337252926
"LOC102724323",4.61130889818945,4.63354206189855,4.52871343293859,4.24606310760653
"HUS1B",4.49748083860255,4.49033968440544,4.76101396785864,4.26932498469869
"RASSF9",4.48310131641252,4.24478160242013,4.87058543652741,4.40986511440405
"SRPK3",4.81419414753393,4.5072871338377,3.94094364626219,4.74384275501444
"lnc-CPPED1-1",4.51998400515642,4.06678841753898,4.49876478808338,4.92026791328767
"MCTP2",5.36231490509121,5.01899293358805,4.4041888852681,3.21997374079055
"MAGEB2",4.57376389316133,4.62529396707932,4.13207260804185,4.6736245867737
"SIM1",4.71161018521131,4.35857445827204,4.36152859081126,4.57135421070956
"ARSG",4.79924065772102,4.68334974146241,4.24770387326977,4.26887570072524
"lnc-BTBD19-1",4.57922207979848,4.51778407794386,4.72778782782981,4.17419599312374
"HDAC2-AS2",4.937179580717,4.80360732341727,3.88535501027694,4.3709956797109
"lnc-PHYHD1-1",4.41549569767161,4.1124584907181,4.65242208558038,4.81460001961464
"MYH3",3.90761828271471,4.58765174392478,4.73612656926688,4.76160377610102
"NCAN",4.27843685149677,4.53250626929071,4.57150944995127,4.6093169014215
"MAN1A1",5.98991833254032,5.85883833471335,2.46815094243932,3.67405350538931
"GML",4.33454338207416,4.4227366915613,4.35989323974944,4.87040300403283
"lnc-RP3-377D14.1.1-7",2.62572619010035,4.76967165392313,5.26164465914796,5.33021407166942
"DOCK9-DT",4.38558069036615,3.5506282377287,4.78981126060678,5.2608711454426
"ADGRB1",4.55344786714944,4.9227964500539,4.30752414978166,4.20235192814103
"LOC105373530",4.57623228405322,4.74582686710249,4.53929599833059,4.11750355721206
"MEX3B",4.18258362441862,4.28188095118545,4.829838543668,4.67985925564966
"lnc-FBXO45-1",4.980862038806,4.50782365830353,4.3708250544769,4.11461102282819
"THRA1/BTR",4.65847711139244,3.7811738577904,4.6093169014215,4.92486233330623
"LOC285847",3.85547748203363,3.91539560047285,5.25264571932788,4.94829695372179
"LOC101928942",2.5421332642118,3.01865263910617,6.2461373262751,6.1630299761729
"lnc-XBP1-1",4.38451410806527,4.3909180540795,4.49076406651694,4.70151704786569
"CATIP-AS1",4.66253833093955,4.52064228322481,4.30367825857153,4.47561930481506
"OPA1-AS1",4.41462716122105,4.29518100917059,5.00390213175626,4.24715404264696
"LINC00423",4.76031463237414,4.47447164223023,3.92826760450183,4.79748039556744
"PRSS3",5.15522818937639,4.77481418233568,4.1185602924545,3.91172199371331
"MAJIN",5.21907713907209,4.01257255393902,4.70189529273811,4.02586777938878
"lnc-SHOC2-1",4.3147158436568,4.26073003799334,4.85943139331811,4.52333776466166
"XLOC_l2_008352",4.43488877783824,4.63142116237962,4.55544638454055,4.33268289255495
"FN3K",5.13382711272078,4.66976135366494,4.42700827384083,3.7228726405637
"ADD2",2.23425878047611,2.15897984220437,6.67716064905933,6.88157834752056
"ESRRB",4.75695220512268,4.51308366372947,4.5937585063958,4.08688226351949
"lnc-ZNF438-3",4.74766555682596,4.06559614101652,4.56829393323755,4.56607024616067
"LINC02575",5.23100762545707,5.7508766077961,4.26404181565903,2.69997373503731
"OSBP2",4.04130722951222,4.43514303870026,4.70312580709341,4.76587538760234
"LOC101927793",4.10078144469907,4.71247995690331,4.69300356559241,4.43696635442822
"LOC105374674",4.68305433522142,4.40257818054364,4.42035600837292,4.43630638337386
"LOC102724050",5.11234523205907,4.56548720902776,4.12649175634939,4.13622893031092
"MYL2",4.13717572629325,3.48770101070181,5.30008561982846,5.01113947605825
"XLOC_l2_006804",4.57483441506969,4.59300106025622,4.18349266378349,4.58330651505606
"HYDIN",4.36152859081126,3.98669198912711,4.73272216820611,4.8526456550575
"HBM",4.60227152053313,4.89269388726654,4.80897751477506,3.62906786040068
"LINC01778",4.00761636001135,4.14316544350144,4.97963015727044,4.79950755398682
"SAMD14",4.77096661922068,4.1651674747285,4.67885999601214,4.3147158436568
"LEXM",4.77548638812095,4.48310131641252,4.36897341754028,4.30145428925121
"lnc-NDFIP1-2",4.78498588918797,4.70937192487966,4.5787241593078,3.85531818122265
"lnc-EIF1-1",5.14265282110772,4.82802905958087,3.99248519716923,3.95961281763171
"lnc-HS3ST3A1-4",4.73102723521753,4.61166229171382,4.2755063706505,4.30303995908215
"TFAP4",4.03911161458892,4.48397542278527,4.50763307588485,4.88993389960294
"LRFN2",4.6470679634742,4.77413472561304,4.21989404117415,4.27889722837782
"SBK3",4.32576974610032,4.36297912579932,4.40664635117277,4.82459114988028
"lnc-C4orf37-2",4.42035600837292,4.90271979930173,4.68115823172058,3.91510648548177
"ZNF852",3.64089113154515,4.5053896754864,4.8475163941507,4.92445069357999
"LINC00378",4.87707159077516,4.6143871250565,3.8142377198272,4.61103889900092
"GTF2IRD2B",4.94763184974479,4.02164339915838,4.48637736842162,4.45804948986033
"lnc-REEP5-1",4.43854119397383,4.11372523084877,4.69661077047683,4.66042602964363
"MYO5B",4.64600798128299,4.79475904655654,4.16659470292562,4.30025353149898
"CLIC2",5.0314309089563,4.46544999216064,4.08737978949355,4.3213127545127
"KCNJ13",3.63530393215559,3.84047899665755,5.15465525357161,5.27422417435148
"LOC105371600",4.09689561626726,5.34346650089646,4.03919387158608,4.42509528328374
"ZNF570",4.53250626929071,4.46946737142605,4.4329256542312,4.46737567572181
"RNF112",4.57071974452078,4.54261320549009,4.18232125911029,4.60399790744507
"ACTR3BP2",4.48526961507498,4.45418984493293,4.6080044164389,4.35047501986246
"lnc-GALM-1",4.89290760113196,4.69274734139576,4.35011083509633,3.96201827565876
"LHFPL3",5.02398769814847,3.92249672145716,4.50010752906836,4.45058975862951
"RPRML",4.602033407749,4.81846309386086,4.04908393334812,4.42576889044696
"ZNF426-DT",4.76857808032411,4.78400914565692,3.96398112846934,4.37696802469998
"SMPD3",4.75352249421057,4.63596906744196,4.03993613065527,4.46393025364037
"XLOC_l2_015894",3.80121802885928,4.94461255325508,4.35285866095765,4.79452500768668
"SPATA12",4.34920842245798,4.67985925564966,4.57351974716671,4.2894867970466
"GPRC6A",5.28305295403989,5.01340448856621,4.24500311237594,3.34866484916315
"CELF5",4.74907077013914,4.52469523959375,4.408478489874,4.20575469656125
"SDS",5.10020295676554,4.66493417007729,4.08301241402209,4.03936146995235
"ASPRV1",4.63142116237962,4.73948975250803,4.26395122726715,4.24536466287172
"PHLDB2",4.38588086000455,4.52445074152631,4.70612362110572,4.26372390323654
"MORN3",4.93894183871624,4.66253833093955,4.19227750474936,4.08511615070951
"LINC01824",4.11067782328523,5.20139342736668,4.87794702229604,3.68883084937306
"lnc-BCL11A-1",4.31239031017194,4.57170655580571,4.75607294734862,4.23771854100152
"BTNL10",4.51632655270028,4.57793003462646,4.22020868357785,4.55976478065615
"JARID2-AS1",3.9617574057976,4.23884570655397,4.90772647795891,4.76374337219012
"MRTFA-AS1",3.61568074469601,4.00623059144258,5.30797359515206,4.94093161234506
"LINC00635",4.34493086868304,4.61658107872763,4.20159410281649,4.70510665546549
"lnc-CSTB-1",4.38923820844981,4.51500382432477,4.35329969523586,4.60981218069875
"FARP2",4.98239690898603,4.52646855846801,4.38281394954208,3.97353142027614
"lnc-RPL24-1",4.54453650221063,4.02905940443861,4.43678380031003,4.85432346404992
"IL18BP",4.35892380184294,4.17376589781012,4.92890621540628,4.401698473916
"lnc-ARNTL-1",3.47098235970655,3.25692262892703,5.45506897059416,5.67978897345679
"LINC01629",4.83865885016998,4.12094151915414,5.10058055172778,3.80121802885928
"TRARG1",4.15546523709028,4.41612970753621,4.37888420890941,4.91056561923776
"LYPLAL1-AS1",4.79393819085548,4.47219853532775,4.5794505604043,4.01514932330205
"ALOXE3",4.99592442345284,4.3646166620932,4.38321446764125,4.11697606419469
"GLP2R",4.38496977646572,4.29370667802372,4.57023310491886,4.61130889818945
"UMODL1",4.50701156245125,4.32520448114323,5.04157129451144,3.98423792752307
"SNRK-AS1",3.8121311276066,4.11333518766344,4.81162540311723,5.11900204632707
"lnc-RGL4-3",4.78694036861284,4.33899609043909,3.92260569858784,4.80680610904568
"ABHD13",4.48233449723024,4.5175293289502,4.33092672861834,4.52064228322481
"GATA3",5.00708084186587,5.1441112713715,3.93708310936127,3.76245592372557
"XLOC_l2_009139",4.04054470645371,4.47148568449891,4.54866264173202,4.7890749401524
"TRIM71",4.21989404117415,3.98942194117074,4.8274559651601,4.81182526033499
"LINC01594",4.4975658487543,4.51195749443028,4.44026794820213,4.39853204133914
"ARIH2OS",5.14098685123989,4.43249448943898,4.08161823543948,4.19227750474936
"LOC105372440",4.86681297270966,4.39073210297552,4.20442046099025,4.3846565502388
"RUNDC3B",4.38107321297316,4.34618362903519,4.34783732969659,4.77014084248395
"LOC221946",4.57294035169612,5.19783133728802,3.89989753211238,4.17083768407312
"CYP21A2",4.80401445893836,5.48255756082387,4.23095075711754,3.32228452731687
"SGPP2",5.23718386978486,3.82758346025041,4.93136445057692,3.84153140672418
"ABCG2",4.70949880975889,4.73231455360696,4.02847614146759,4.36636397244493
"GATA4",4.99974711041494,4.57071974452078,4.46633185360754,3.79942916702587
"TCF23",4.72035363192299,4.18915520885805,4.34767581746584,4.57827540383452
"SRD5A3-AS1",5.11881394221451,4.55630478237285,4.70033678689433,3.45836908262659
"LOC101927751",4.12449588911392,4.71341902446521,4.47354546057349,4.51952543157062
"LINC00702",4.81790070709683,3.88320208925553,4.79950755398682,4.33016561628248
"lnc-SLC7A1-2",4.59917277486782,4.63111051733393,4.29799049249363,4.30204111989606
"SYT12",4.7262173077469,3.23199268957681,5.08344611304154,4.78746787717497
"lnc-TRUB2-2",4.58441878321992,4.65225893473743,4.23209560299778,4.35941264812752
"ZNF408",4.72323630975602,4.48751481461635,4.63713363019387,3.97900715462717
"lnc-AP000679.2.1-1",4.61500219628911,4.03421313632838,4.28264066774062,4.89248141736158
"H6PD",4.21861629083061,4.52970784217893,4.86210670315562,4.21311988679064
"XLOC_l2_015075",4.73522404188881,4.77200737909603,3.89545140915697,4.42057551988539
"LRRC69",3.55261085258582,4.74748313098916,4.53073962261733,4.99174442414809
"YPEL1",4.24979167202791,4.24754206894022,4.63810095188339,4.68221159465051
"XLOC_l2_001961",4.7275400191719,4.48856082824604,4.11509150803415,4.48486115815473
"RBAK",4.34251711197815,4.69734371817508,4.09741970969719,4.67809292921211
"lnc-FGF3-4",5.13287299400293,2.62614881627517,5.07957595985385,4.97500510554256
"TNS4",4.02043190285213,1.84815521028603,6.12971207014228,5.8124060529962
"lnc-USP31-1",4.37552346587564,4.45292194939098,4.50047990487938,4.48036181266509
"SERP2",4.45370048199917,4.95235362641168,4.24047663933369,4.16227758865484
"OR51A7",4.86269895594046,4.49934538949455,3.65991630264726,4.78532010375988
"AZGP1",4.29020802778181,4.1524972947488,5.03279043648264,4.32848745581519
"CSF2RB",4.5440891591666,4.93517347896245,4.43424868015904,3.88350987546002
"VPS13D",4.9419653317743,4.30625616452954,4.13488240109474,4.40508570799491
"SSX5",4.62790340621933,4.2322183038696,4.67261476842667,4.25539738837219
"lnc-PSPC1-1",4.24618096485804,5.00449554496403,4.29370667802372,4.23644627133963
"LOC101927040",4.77272880166415,4.53852257182623,4.80922658831914,3.65991630264726
"LOC101928669",3.49235724460284,3.82705123364099,5.04174135487892,5.41555500690438
"lnc-TRIB1-3",3.34453514921159,3.93372077874811,5.00424692491577,5.4935811508192
"lnc-TMCO2-1",4.59003509614269,4.13319572930661,4.55976478065615,4.49290772888371
"SPINK13",5.37106971094512,4.61513774732709,3.46089365200657,4.32879220909759
"ZNF521",4.72638306179744,4.42576889044696,4.30112245252158,4.32245133271835
"lnc-ZNF609-3",4.87150479066648,4.59433759684034,4.54603123459607,3.76363655100428
"DAPK1",4.43877420383342,4.2894867970466,4.23320445902849,4.81219172865247
"MIR762HG",4.34824171809173,4.24704260344886,5.09002913580594,4.08737978949355
"NCR3LG1",5.01667781894955,5.03812890582679,3.46052564286723,4.25732491033413
"SLC26A10",5.03449150029426,3.88969976906409,4.53457887622435,4.31119977244448
"lnc-AC073348.1-2",4.76630297613017,4.94786959122851,3.9836603087462,4.06989093660725
"HID1-AS1",4.78730443179993,4.25295298522624,4.34275189025513,4.38321446764125
"LINC01094",4.5763671502791,5.03449150029426,4.20102107866335,3.95340957035879
"LOC105372352",4.66271669400148,4.78589577100091,4.18527583115213,4.12849397531508
"BCL10",4.68067431586778,5.22784727361293,4.06707905567292,3.78474334445845
"lnc-TRPM7-1",4.20332783844137,4.05210712358214,4.90271979930173,4.60131792452528
"PSORS1C2",4.8163737924434,4.43055331240425,4.61295994020812,3.89939920142875
"LINC02237",3.98862254295823,4.407752946563,4.67102975999418,4.69114936406511
"SBK1",4.91136014289947,3.69796742353033,4.43776522800024,4.70949880975889
"lnc-RP11-33N16.1.1-2",4.10010889947718,4.94725411333623,4.45241027471867,4.25603838959489
"LINC01191",4.45177685854749,4.30367825857153,4.18681446383104,4.81319858731223
"CBX3P2",5.04014861092553,4.30590718202313,3.78991960460846,4.6176262314341
"lnc-RP11-392O18.1.1-2",4.79560730513907,4.36487388347284,4.17742508300322,4.41428210148945
"LOC105373206",3.33528376050994,3.95037797651151,4.99990951738019,5.46650784648852
"LOC399900",4.85404677877329,3.7203644342596,4.73056577905081,4.44303363528965
"RCAN3AS",4.55146801605514,4.28351583869829,4.4171449500688,4.49466433786796
"XLOC_l2_007738",4.19231738173454,4.8294870298319,3.96201827565876,4.76198637329272
"ROR1-AS1",4.66554402393964,5.10968431928422,3.19274275320228,4.77770767910259
"lnc-ZNF286A-3",4.93759296598276,4.1694672137072,4.32636467706022,4.31155125260433
"LOC100507334",4.85718670059953,4.39231808147663,3.9472554794945,4.54514259454024
"lnc-NT5C-1",4.34837544639084,4.39448737161459,4.58157665079571,4.41698656605529
"FRG1HP",4.31892737253564,4.40820323605989,4.3469426713999,4.66542235935332
"HEPN1",4.56005633335988,4.21021632050816,4.46005214338146,4.5072871338377
"lnc-TMEM194B-1",4.77063775043,5.18009461370157,4.57555205626222,3.20992662133375
"lnc-SERPINB6-2",4.80922658831914,4.54194279808565,3.83435487420665,4.54509709000719
"lnc-ANGPT2-2",4.06352417931307,4.64534225308173,4.25807922187598,4.76079566012003
"LINC01424",4.75821822639708,4.31772240261256,4.66733471421813,3.98409015560562
"OPRD1",3.79957160938369,4.82546546075698,4.3894387246093,4.70969846312208
"lnc-SLC35F5-4",4.42769001343194,4.18258362441862,4.52087430995391,4.59216785550227
"INSC",3.70590647869831,6.37679267774518,3.67157873615237,3.96705424132821
"CCL3L3",4.58157665079571,4.24047663933369,4.68955001967295,4.20686565818776
"LOC102723971",4.6483154272421,4.56775020413158,4.15795262023863,4.34418633674603
"LOC102724046",4.14303195317479,4.63155826377139,4.27710532863433,4.66409545401235
"lnc-XPC-1",4.87298156121865,4.82501211923808,4.52333776466166,3.49445028755145
"XLOC_l2_008128",3.37843630531385,4.59989958691734,4.86094681807413,4.8762042827133
"lnc-C2orf69-3",4.42098385437236,4.4115668673681,4.30016770935742,4.58201367608379
"NKX6-1",4.64152695231429,4.60493965411857,4.32481152679104,4.14224605663614
"lnc-ZNF382-1",4.83218828674249,4.66018317726964,3.74461290260733,4.47504283328017
"SLC46A3",4.98948579235386,4.77957059754031,3.85271160432552,4.08955947572335
"LOC101927413",4.58201367608379,4.17499977315882,4.95708033111395,3.99460252471807
"TXK",4.56075495342464,5.18994596026811,3.90531089255187,4.05222634275988
"PRRG4",4.91085658339612,4.3665695149533,4.3600843908245,4.06859827099835
"AQP7P1",3.30112551829085,4.76101396785864,4.73350877048851,4.90957704189373
"CRIM1",4.52646855846801,4.808313901738,4.42340959904837,3.94644840313463
"CCDC144B",3.86264443007026,4.49333781904429,4.82769504553439,4.51896443766727
"C11orf21",4.30390108712261,4.63042942919876,4.24994863909099,4.51632655270028
"lnc-ADD3-2",5.07006230931729,4.76997190732272,4.94171035805106,2.91207059400269
"lnc-NDFIP2-2",4.47870812383025,5.03397683575947,4.43630638337386,3.74368874104517
"ANKRD20A21P",3.87538232896767,4.63088630981708,4.48965715852599,4.69661077047683
"lnc-EGFL6-2",3.92943784806966,3.98499877917884,5.10583075304612,4.66570488440178
"lnc-RP11-1085N6.3.1-2",3.73968940976805,4.14373643535586,5.09547104691342,4.70631621624017
"SYCE2",4.62236531750293,4.3175118659076,4.17882098458165,4.5605873866236
"SOHLH2",4.5289650571022,3.73480410497426,4.46773964368591,4.94368531108014
"PI3",4.70550712737042,4.52270870229708,4.47858122371204,3.96642005113944
"OR5K3",5.12006156048334,4.75076477128385,4.28351583869829,3.51673134404846
"lnc-C20orf197-3",4.99042942179911,5.60231550178046,3.05591948655545,4.02144296814488
"LOC105378756",3.74249834554014,4.38024401594281,4.74841055665587,4.79775360740393
"LOC101930053",4.43450161889495,4.50047990487938,4.06658829067076,4.66719153639011
"LTBP1",5.04793610304573,4.94737981534386,3.63963063948944,4.03190100026336
"lnc-PIPOX-1",4.43467064619777,3.87024384267147,4.59329326533637,4.76857808032411
"lnc-C1QTNF8-2",4.2755063706505,3.82115329147932,4.73258966292949,4.83564417345261
"lnc-TARDBP-1",4.47324744398676,4.18349266378349,4.50687350856095,4.50063309483344
"lnc-GINS2-3",4.64819045966795,3.75617582726234,4.5836740280968,4.67536154173383
"LOC107985939",4.46849630003872,4.08394403484647,4.55292338913188,4.5561940455546
"PRRT2",4.21615419035034,4.69069731514857,4.555985728623,4.19809838633872
"TMCO1-AS1",4.44476895898169,4.20159410281649,4.32388749976377,4.68955001967295
"lnc-ALG10B-2",4.85354548204762,4.84155383309256,4.54905598196662,3.41557162629971
"lnc-EIF3A-2",4.02784113370433,4.35307601291965,4.48918822965354,4.7856213452335
"ARC",3.49527135665944,4.27630276223968,4.76941464990431,5.11399712932108
"LOC107986199",4.02811079742152,4.34590453090737,4.84174577136331,4.43798230037483
"LOC112267991",4.52934164065635,4.53716427553499,4.17360731055598,4.4115668673681
"HSD11B2",4.83076179567633,4.84142642995596,4.74332668437973,3.23571940086219
"NXF5",3.5545246780405,4.33763435342598,4.94401808731534,4.81375708295665
"GRID1",3.81530898714485,4.20211980528785,4.67297738167302,4.95949385180578
"lnc-AL117340.1-1",4.61623332078399,4.06529466113929,3.95037797651151,5.01288055415687
"UBL4B",2.50572025494797,3.28759711994731,6.00818654518706,5.84269817356846
"COX18",4.76561791301431,4.00327861726174,4.50495530051015,4.37017459990252
"LRRC72",4.95232560952969,4.34275189025513,3.84776137748316,4.49906827730685
"lnc-F8A2-2",3.91968372765477,4.70225505169687,4.37423975236556,4.64107959233377
"DEFB1",3.82978076651549,3.59753112085614,5.23751447820077,4.97105694580442
"lnc-ARL4D-1",4.74894047447984,4.27775004777342,4.11029593998961,4.49876478808338
"LOC102724521",4.42837030355075,4.65943716520943,4.42783232495092,4.11893347674416
"RTL9",5.2261532575958,5.03472857323874,3.83298152451087,3.54004727253036
"LINC01280",4.91016269286213,3.97261056269894,4.29264217854578,4.4554889479575
"PPP3CB-AS1",4.09070532477111,4.67901671980984,4.52800933793679,4.33225531037175
"HDAC9",4.12871815820976,4.87849438352908,4.21325626402793,4.40793801871095
"C11orf86",4.41001393562447,4.01931408340866,4.46356866801756,4.73429258475384
"LOC107985476",4.34350942273655,3.90761828271471,4.47850561912346,4.89657272450984
"ITGA2",4.91532639579556,5.81277326555955,3.45175020901317,3.44380699631226
"lnc-RP11-831A10.1.1-1",4.62628731291142,4.22953234304296,4.05652742816398,4.70921586248143
"PLEKHG6",4.96023522650652,4.64807212824802,4.02777252479095,3.97861089839507
"XAGE3",3.79626165705128,4.16485669621227,4.59924336589864,5.05183236180292
"LOC105376016",2.4900499735519,7.75871099121389,3.05602422499197,4.3056295958961
"LINC00888",4.53638671048245,4.84222286811866,4.0553011842468,4.17210236176673
"CNNM3-DT",4.34881068450988,4.53555756857679,4.30052947277085,4.42098385437236
"DBIL5P",4.5370629202114,4.68167080784279,4.09805817885187,4.28902510841063
"FAM151B",4.29128210388001,4.65692310147208,4.54626694938068,4.10873048711716
"lnc-ZNF664-2",4.42122212618808,4.38689312610166,4.43751673370383,4.3546134471302
"lnc-RP11-124K4.2.1-3",4.07439088483913,4.2954841857918,4.66253833093955,4.56706671251453
"FOXD2",3.16591245183744,4.68612461091346,4.90088677037945,4.84142642995596
"DUSP26",4.65320036371929,4.38367442057616,4.54509709000719,4.01059101551286
"lnc-STK24-1",5.73962744432444,4.16055518222278,4.1410549811319,3.55020732466014
"LOC105374464",3.65674157841215,4.52087430995391,4.85404677877329,4.555985728623
"SMPDL3B",4.30676999066286,4.11188150398403,4.5542012983082,4.61439737599248
"PAX7",4.95949385180578,4.32908287953907,3.8053770099981,4.49111743416718
"TAS2R5",4.23955888446138,4.3138269288079,4.37589049083603,4.65268320603903
"lnc-C2orf55-1",4.61439737599248,4.64334106138457,4.27267977326436,4.04937710531826
"lnc-KCNS3-4",4.50010752906836,4.6470679634742,4.32431831282362,4.1076269161528
"lnc-RAD1-1",4.73336977887397,4.54229526310429,3.97389006255856,4.32944486501347
"CSPG4",4.41027275479362,4.373468727178,4.58765174392478,4.20703253532939
"FERD3L",3.87746900315634,4.401698473916,4.4906106376574,4.80570260267846
"CACNA1C-IT2",4.71110317514395,4.66383500055091,4.04202660091804,4.15408156899103
"SCAT1",3.84145512106501,4.55843954342868,4.4845225876081,4.68660518538612
"USP49",3.90606873545812,4.59251709233764,4.57271043634484,4.49401389327234
"lnc-CAV3-1",4.06890215530541,4.36152859081126,4.70527496352329,4.42954808052747
"lnc-PAFAH2-1",4.27510039790994,3.97846049170463,4.44541649352857,4.86422913344567
"COL1A1",4.61676547107134,3.86816897888257,4.50810947677401,4.56982991578868
"USP41",3.75784241669728,4.60170151821047,4.50828384064107,4.69222255020421
"LINC02159",4.5415463225812,4.19099894933098,4.63331661062392,4.19123467458981
"TAAR8",4.84155383309256,4.52714066158242,3.97951193822444,4.20826871099118
"AADACP1",3.81854722935513,4.10566589825724,4.65547456757745,4.96990105805204
"GZMB",4.84386302836817,4.38851060884018,4.03581709590128,4.27710532863433
"AADACL2-AS1",4.63919000125934,4.4723567368393,4.23737331516317,4.19443890518801
"MOB3B",3.81352355610627,4.61387168008998,4.51737190812963,4.59769524405788
"LOC90246",4.09585062025084,4.29614613201469,4.57071974452078,4.57736502361952
"lnc-MSRB3-2",4.20869797274115,4.75262371730638,4.3153142989758,4.25916829084051
"GCSAM",4.49809507024404,4.39617079399808,4.36230005008462,4.27788009421053
"FAAH",4.64364242432776,4.50319901100155,4.24715404264696,4.13678587463078
"MORF4L2-AS1",4.70693075507498,4.37776759326401,4.20641133816641,4.23754067664551
"ENTPD8",4.25841920143091,3.69355309129103,4.87369786122688,4.70280731066915
"ACSM6",4.41506467035671,4.74947164460031,3.84440818806089,4.51848470921838
"lnc-ARL13A-1",4.09841773361894,4.1074619967844,4.57104173159125,4.74344345735412
"ZRANB2-AS1",4.36388449471252,4.58408670424039,4.13319572930661,4.43867843138995
"CSRNP3",4.15705941058136,4.49277023381664,4.52492631984307,4.34473696195264
"LOC105375419",4.95617500903592,4.33688975942769,4.43212055789013,3.79385617551578
"lnc-GOLPH3-1",4.17360731055598,4.62816186431541,4.27452136712607,4.4427020240927
"lnc-FAM3A-1",5.04820766806308,4.21228947074812,4.16254550154389,4.09432639023449
"lnc-PKIA-1",4.77420091870785,4.94519768048162,3.90167484238611,3.8933862360908
"lnc-NEDD4L-2",4.75386079076323,4.32305808364748,3.93055419106015,4.50475517962312
"lnc-CERS5-1",3.88865110155419,4.14009874226187,4.82154892064535,4.66184900348897
"lnc-ANKH-1",4.77380146201774,4.03993613065527,4.48795264741111,4.21006868152479
"lnc-SLC6A12-5",4.76673987137835,4.54379043248923,3.9947322336336,4.20332783844137
"lnc-CDK12-2",4.59692180626448,4.69550251902871,4.401698473916,3.81194923344289
"lnc-TMEM242-1",4.19179596880791,4.86804761704799,4.718332429985,3.72747495058536
"DOK7",4.6439974976865,4.73080089941863,3.97659991567383,4.15389982560262
"lnc-MIB2-1",4.73641943476372,4.317112313225,4.00222075748307,4.44766177268761
"LINC02199",4.98454877457945,4.1199216382124,4.78887410470516,3.60799342439552
"GHRL",5.0542328483158,3.75743380423313,4.21108337020051,4.47850561912346
"LOC101928812",4.60612773774464,3.91202027454546,4.2221958736515,4.75970158107543
"LOC105370629",4.09372850285039,4.46088969880341,4.41519117184913,4.52970784217893
"PANX3",4.7421493604546,3.18732986883389,4.53277819975034,5.0357757154569
"XLOC_l2_003732",4.09412287089748,4.65547456757745,4.18912154426043,4.55878108129969
"WDR63",4.13427512888217,4.85171721365358,4.40574712870136,4.10278244236607
"GUCY1B2",4.52970784217893,4.81122026476629,4.70739133715331,3.44421308645411
"ACOXL-AS1",4.08971995532696,4.73566810344876,4.49033968440544,4.17117062149009
"TGIF2LY",4.58877724214316,4.44814613783675,4.54780485252222,3.90057961282879
"lnc-AF131215.4.1-1",3.00203308622277,4.22055214769823,5.14891243887477,5.11280039605727
"LOC105370204",4.76251423425582,4.68947079264594,3.95620780784912,4.07603969004781
"MARCH3",4.54826543490571,4.77161765228176,3.39758231556697,4.76630297613017
"ACAN",4.37258630788094,4.39482929270496,3.93279671143744,4.78332205352997
"LOC107986496",4.72669803233668,4.51713787561269,4.42206004107093,3.81710887333669
"STUM",4.10734334104774,3.50185447114835,4.90832772324073,4.96293208374941
"LOC107984821",4.71435435102413,3.85512281151213,4.14016873273002,4.76941464990431
"lnc-POTEB-5",5.07287622045636,4.55209607467416,4.08605221216135,3.76543138216113
"PCDHGC5",4.92246332933618,4.7959579873552,3.8867802949158,3.87038605860159
"lnc-SMCR7-1",4.66373550513125,4.44925548064602,4.58963043533009,3.77020877224748
"lnc-GAPDH-3",4.46618366357155,4.54007931353546,4.39890977802731,4.06627869426406
"MAPT-IT1",4.7338167609371,4.45724674776231,4.34881068450988,3.93096046047885
"LOC105370560",4.90494105637866,4.68842372930195,4.16084668651509,3.71551364208795
"ATOH8",4.77200737909603,4.58288006600358,4.77413472561304,3.337984725966
"OR10H1",5.11144656159573,4.44400875004941,3.77998584282135,4.13014716156311
"LOC100996404",4.56388132979852,4.5256964881502,4.03565341394494,4.34017289458054
"CTD-2350J17.1",5.04157129451144,4.84102705904178,3.63284414848847,3.94960478370969
"LOC105372217",4.73505964178273,4.2896651112173,4.43082994760847,4.00698948140739
"lnc-SLCO5A1-3",4.6809131252416,4.47866102754446,4.05909211573822,4.24356865104581
"LOC100289495",4.71967461937987,3.87538232896767,4.24247397456001,4.62327941591959
"LINC02148",4.46837624496728,4.34053100650865,4.30927960555567,4.34053100650865
"LINC01410",2.89681075593523,5.0984010070108,4.4336569892028,5.02861902965429
"LOC442497",4.26404181565903,4.4105108997188,4.25195026799947,4.5289650571022
"MAPT-AS1",4.27710532863433,3.71948077716512,4.43656282971697,5.01899293358805
