Gene_Symbol,comparacion,fc,pval,direction
lnc-NBAS-1,Clon/WT,-1.07358932195492,1.0,down
lnc-NBAS-1,RNA7_FN1/WT,-1.23140014098214,0.941344338324446,down
lnc-NBAS-1,RNA5_TLR4/WT,-1.20539855669987,0.615505588205471,down
lnc-EIF4E1B-1,Clon/WT,-1.34016455497471,1.0,down
lnc-EIF4E1B-1,RNA7_FN1/WT,-1.45374036316818,0.635275183111583,down
lnc-EIF4E1B-1,RNA5_TLR4/WT,-1.50936204331221,0.117830251754364,down
X912,Clon/WT,-1.31462856238466,1.0,down
X912,RNA7_FN1/WT,-1.36534273962145,0.747984815266652,down
X912,RNA5_TLR4/WT,-1.57442659954718,0.0408064920801815,down
X913,Clon/WT,1.3259464266398,1.0,up
X913,RNA7_FN1/WT,1.81853146430455,0.227487366217409,up
X913,RNA5_TLR4/WT,2.2828683182028,0.0002538567509511,up
lnc-RPL30-1,Clon/WT,-1.19609068377992,1.0,down
lnc-RPL30-1,RNA7_FN1/WT,1.12178139191887,0.983547133223548,up
lnc-RPL30-1,RNA5_TLR4/WT,-1.38128740133404,0.111635595154837,down
lnc-POLR1E-1,Clon/WT,-1.03909631919154,1.0,down
lnc-POLR1E-1,RNA7_FN1/WT,-1.07507182914634,0.994661799427606,down
lnc-POLR1E-1,RNA5_TLR4/WT,1.1912975607336,0.546155483401174,up
X914,Clon/WT,-1.69272323994379,0.481010867386359,down
X914,RNA7_FN1/WT,-1.11592307888432,0.984859954038798,down
X914,RNA5_TLR4/WT,-2.49328005613687,1.8511412837552002e-10,down
ATP6V0E2-AS1,Clon/WT,1.0691990101005,1.0,up
ATP6V0E2-AS1,RNA7_FN1/WT,-1.00527777200505,0.999928367935626,down
ATP6V0E2-AS1,RNA5_TLR4/WT,1.21841965038912,0.503893099340641,up
SH3TC1,Clon/WT,-1.00303753937494,1.0,down
SH3TC1,RNA7_FN1/WT,-1.36239262448887,0.733906917043187,down
SH3TC1,RNA5_TLR4/WT,1.15123264029524,0.520611166321161,up
lnc-LRGUK-1,Clon/WT,-1.46214594851285,0.943763503899349,down
lnc-LRGUK-1,RNA7_FN1/WT,-1.10616642231685,0.985822005722356,down
lnc-LRGUK-1,RNA5_TLR4/WT,-1.58157372599162,0.0005411870825222,down
MTERF1,Clon/WT,-1.24839015883425,1.0,down
MTERF1,RNA7_FN1/WT,-1.22372027014352,0.925800490530013,down
MTERF1,RNA5_TLR4/WT,-1.34264641264743,0.205842101428733,down
X915,Clon/WT,-1.24239487491333,1.0,down
X915,RNA7_FN1/WT,-1.19715116437884,0.956262083156542,down
X915,RNA5_TLR4/WT,-1.20563968675667,0.543545180143407,down
lnc-AF127577.1-4,Clon/WT,-1.52508417165308,1.0,down
lnc-AF127577.1-4,RNA7_FN1/WT,1.16454254289022,0.978391578377382,up
lnc-AF127577.1-4,RNA5_TLR4/WT,-1.3890257201328,0.258803176805701,down
GPS2,Clon/WT,1.00266918070094,1.0,up
GPS2,RNA7_FN1/WT,-1.10260141456999,0.887973141924497,down
GPS2,RNA5_TLR4/WT,1.03490465623689,0.831339291629104,up
LINC01647,Clon/WT,1.52679707188646,1.0,up
LINC01647,RNA7_FN1/WT,1.00080062657233,0.999988241630041,up
LINC01647,RNA5_TLR4/WT,1.1181591302818,0.71551571374167,up
POFUT1,Clon/WT,1.01951060691417,1.0,up
POFUT1,RNA7_FN1/WT,1.39263459049147,0.635484319265337,up
POFUT1,RNA5_TLR4/WT,-1.27401665000978,0.123266781337303,down
X916,Clon/WT,-1.13642589537633,1.0,down
X916,RNA7_FN1/WT,1.12890229640745,0.98251707250135,up
X916,RNA5_TLR4/WT,1.05276239707024,0.867265446561731,up
lnc-ROPN1B-1,Clon/WT,-1.06979612254496,1.0,down
lnc-ROPN1B-1,RNA7_FN1/WT,-1.04228249661895,0.999127731575614,down
lnc-ROPN1B-1,RNA5_TLR4/WT,-1.47520246912066,0.110711737161723,down
X917,Clon/WT,1.07161044512276,1.0,up
X917,RNA7_FN1/WT,-1.42830641051073,0.666270484851859,down
X917,RNA5_TLR4/WT,-1.04470099618704,0.90030922649754,down
ST3GAL6-AS1,Clon/WT,-2.01507621408982,0.503116830279539,down
ST3GAL6-AS1,RNA7_FN1/WT,1.64019124059686,0.380655585311799,up
ST3GAL6-AS1,RNA5_TLR4/WT,-1.65871695531669,0.0597813670465639,down
lnc-RPS27L-1,Clon/WT,1.08620484069802,1.0,up
lnc-RPS27L-1,RNA7_FN1/WT,1.08940988943571,0.993809511887536,up
lnc-RPS27L-1,RNA5_TLR4/WT,1.48373356638205,0.0385010921757169,up
lnc-RNF186-1,Clon/WT,1.0461966641339,1.0,up
lnc-RNF186-1,RNA7_FN1/WT,1.91396294222998,0.109720510117807,up
lnc-RNF186-1,RNA5_TLR4/WT,1.68072801065458,0.0044059911174518,up
LOC100996437,Clon/WT,-1.01826773176891,1.0,down
LOC100996437,RNA7_FN1/WT,1.1877061239981,0.96773173364983,up
LOC100996437,RNA5_TLR4/WT,1.43824648645751,0.226601801745543,up
lnc-NFYB-2,Clon/WT,1.0422328789512,1.0,up
lnc-NFYB-2,RNA7_FN1/WT,-1.00240904856881,0.999928367935626,down
lnc-NFYB-2,RNA5_TLR4/WT,1.28880701546457,0.40436353466786,up
LOC101928894,Clon/WT,-1.18176717944412,1.0,down
LOC101928894,RNA7_FN1/WT,-1.21264925717996,0.950370356002668,down
LOC101928894,RNA5_TLR4/WT,1.01575267870422,0.974757287989596,up
LOC102724532,Clon/WT,1.02018185888755,1.0,up
LOC102724532,RNA7_FN1/WT,1.12312795785697,0.98251707250135,up
LOC102724532,RNA5_TLR4/WT,-1.00295933869734,0.992763170137469,down
LOC105376384,Clon/WT,-1.03749695238438,1.0,down
LOC105376384,RNA7_FN1/WT,-1.06518626344242,0.996257777335341,down
LOC105376384,RNA5_TLR4/WT,1.30594831609812,0.184260812029506,up
lnc-TSSK6-1,Clon/WT,-1.00622245343471,1.0,down
lnc-TSSK6-1,RNA7_FN1/WT,-1.12920339674862,0.984859954038798,down
lnc-TSSK6-1,RNA5_TLR4/WT,-1.28957638703736,0.43753043865393,down
lnc-ALDH3A2-2,Clon/WT,1.02660555784282,1.0,up
lnc-ALDH3A2-2,RNA7_FN1/WT,-1.19128896301571,0.963277351004464,down
lnc-ALDH3A2-2,RNA5_TLR4/WT,-1.13379783715438,0.727673922014843,down
X918,Clon/WT,1.05251421827546,1.0,up
X918,RNA7_FN1/WT,-1.04989231041704,0.998207836043923,down
X918,RNA5_TLR4/WT,-1.41565766741309,0.0882167650432879,down
lnc-JMJD7-PLA2G4B-5,Clon/WT,1.04199588868783,1.0,up
lnc-JMJD7-PLA2G4B-5,RNA7_FN1/WT,-1.38155896939238,0.739183554146735,down
lnc-JMJD7-PLA2G4B-5,RNA5_TLR4/WT,-1.1718453892692,0.593968289600669,down
lnc-PBX1-2,Clon/WT,1.07200017546353,1.0,up
lnc-PBX1-2,RNA7_FN1/WT,1.07713332125683,0.993809511887536,up
lnc-PBX1-2,RNA5_TLR4/WT,1.05528125542024,0.875550942824127,up
lnc-INPPL1-1,Clon/WT,1.07880058881702,1.0,up
lnc-INPPL1-1,RNA7_FN1/WT,-1.03099763229296,0.999928367935626,down
lnc-INPPL1-1,RNA5_TLR4/WT,1.03594259838236,0.92012302361965,up
lnc-PCYOX1-1,Clon/WT,1.12874804056256,1.0,up
lnc-PCYOX1-1,RNA7_FN1/WT,-1.15204507453464,0.979455753859843,down
lnc-PCYOX1-1,RNA5_TLR4/WT,-1.1899331256821,0.463451215398395,down
lnc-CHRNA6-1,Clon/WT,-1.15635099242742,1.0,down
lnc-CHRNA6-1,RNA7_FN1/WT,-1.25778538327916,0.762274145812283,down
lnc-CHRNA6-1,RNA5_TLR4/WT,1.00963737842752,0.963461005011821,up
lnc-MFSD9-4,Clon/WT,-1.12072783127524,1.0,down
lnc-MFSD9-4,RNA7_FN1/WT,1.17550071911062,0.961132737749136,up
lnc-MFSD9-4,RNA5_TLR4/WT,1.25293435924306,0.181684578466994,up
LOC105370911,Clon/WT,-1.0561962005139,1.0,down
LOC105370911,RNA7_FN1/WT,1.07687225065659,0.993809511887536,up
LOC105370911,RNA5_TLR4/WT,-1.00221093441019,0.995363651432066,down
FLJ32255,Clon/WT,1.39820724574071,1.0,up
FLJ32255,RNA7_FN1/WT,1.00597529111723,0.999928367935626,up
FLJ32255,RNA5_TLR4/WT,1.14208830647467,0.559113564654126,up
X919,Clon/WT,-1.37882814270303,1.0,down
X919,RNA7_FN1/WT,1.52199474548939,0.463469268098264,up
X919,RNA5_TLR4/WT,1.00941911492374,0.974919805721638,up
JAG2,Clon/WT,-1.17155075083714,1.0,down
JAG2,RNA7_FN1/WT,1.36261659618655,0.527968865805267,up
JAG2,RNA5_TLR4/WT,-1.08178655752731,0.654002807986534,down
NUP133,Clon/WT,1.07482133665782,1.0,up
NUP133,RNA7_FN1/WT,-1.05714360615439,0.998207836043923,down
NUP133,RNA5_TLR4/WT,-1.05398528574936,0.879805993804115,down
LUADT1,Clon/WT,-1.12500207980059,1.0,down
LUADT1,RNA7_FN1/WT,1.03440106076785,0.999685135534797,up
LUADT1,RNA5_TLR4/WT,-1.00743169339274,0.980632518776766,down
lnc-MYO6-1,Clon/WT,1.09900300956096,1.0,up
lnc-MYO6-1,RNA7_FN1/WT,2.44531151721513,0.0108216965876805,up
lnc-MYO6-1,RNA5_TLR4/WT,3.36944200667868,8.18789781534501e-13,up
LRIG2,Clon/WT,1.33211318924525,1.0,up
LRIG2,RNA7_FN1/WT,1.55274087267156,0.43935387147078,up
LRIG2,RNA5_TLR4/WT,1.29319776705131,0.191266972754819,up
X920,Clon/WT,-1.03908996613827,1.0,down
X920,RNA7_FN1/WT,1.3172128331848,0.837525046953101,up
X920,RNA5_TLR4/WT,1.13772748411514,0.690094803359534,up
X921,Clon/WT,-1.08259032480455,1.0,down
X921,RNA7_FN1/WT,-1.54681895446578,0.50633339021305,down
X921,RNA5_TLR4/WT,-1.44759108584214,0.191266972754819,down
FOCAD-AS1,Clon/WT,-1.52468326467835,1.0,down
FOCAD-AS1,RNA7_FN1/WT,-1.15515237344546,0.980498583965119,down
FOCAD-AS1,RNA5_TLR4/WT,-1.16056074025009,0.657222788313713,down
LINC02263,Clon/WT,1.06590538988864,1.0,up
LINC02263,RNA7_FN1/WT,1.15868297612313,0.978391578377382,up
LINC02263,RNA5_TLR4/WT,1.98700311004611,0.0002817804999625,up
X922,Clon/WT,-1.11239888101555,1.0,down
X922,RNA7_FN1/WT,-1.05122862224071,0.998207836043923,down
X922,RNA5_TLR4/WT,1.05794048869136,0.876913215949921,up
LOC105375624,Clon/WT,1.1415242841852,1.0,up
LOC105375624,RNA7_FN1/WT,-1.38281310465961,0.754826847307635,down
LOC105375624,RNA5_TLR4/WT,-1.0151818659735,0.974462783555178,down
LOC101928020,Clon/WT,1.24250393157891,1.0,up
LOC101928020,RNA7_FN1/WT,1.93384495181421,0.151581311604693,up
LOC101928020,RNA5_TLR4/WT,2.38879423157523,0.0001214777281863,up
lnc-VTI1A-3,Clon/WT,1.37562256424829,1.0,up
lnc-VTI1A-3,RNA7_FN1/WT,2.71883594999073,0.001201952242038,up
lnc-VTI1A-3,RNA5_TLR4/WT,3.49480390623668,0.0,up
X923,Clon/WT,1.52213004662349,1.0,up
X923,RNA7_FN1/WT,-1.36980795505327,0.768336247118723,down
X923,RNA5_TLR4/WT,1.31152756752762,0.327914938219656,up
X924,Clon/WT,-1.09839544483381,1.0,down
X924,RNA7_FN1/WT,1.66447593353892,0.346887569981982,up
X924,RNA5_TLR4/WT,1.70342153774694,0.0165826472347564,up
lnc-NBPF3-4,Clon/WT,-1.03062241978336,1.0,down
lnc-NBPF3-4,RNA7_FN1/WT,-1.06268110447801,0.998207836043923,down
lnc-NBPF3-4,RNA5_TLR4/WT,-1.3900916236371,0.258848287223929,down
SEMA3F-AS1,Clon/WT,-1.19981833826689,1.0,down
SEMA3F-AS1,RNA7_FN1/WT,-1.1108635973624,0.985590127156894,down
SEMA3F-AS1,RNA5_TLR4/WT,-1.09198685902263,0.653381812492513,down
X925,Clon/WT,-1.15533979607975,1.0,down
X925,RNA7_FN1/WT,-1.07426335528689,0.993809511887536,down
X925,RNA5_TLR4/WT,-1.06265686694819,0.799636076397781,down
X926,Clon/WT,1.08553813130687,1.0,up
X926,RNA7_FN1/WT,1.31683188290125,0.822161335718245,up
X926,RNA5_TLR4/WT,1.91610220805365,0.0006298480608936,up
SIRPG-AS1,Clon/WT,-1.01251240602707,1.0,down
SIRPG-AS1,RNA7_FN1/WT,-1.19488407076776,0.958152787718379,down
SIRPG-AS1,RNA5_TLR4/WT,-1.41433051493094,0.204846083646119,down
KIRREL1-IT1,Clon/WT,-1.14379391593568,1.0,down
KIRREL1-IT1,RNA7_FN1/WT,2.18328562800409,0.0542620163011178,up
KIRREL1-IT1,RNA5_TLR4/WT,1.78175441321035,0.0203811525216671,up
lnc-RNF149-2,Clon/WT,1.13161859225752,1.0,up
lnc-RNF149-2,RNA7_FN1/WT,-1.71477574144288,0.295547376705032,down
lnc-RNF149-2,RNA5_TLR4/WT,1.26631202668501,0.399687640538683,up
X927,Clon/WT,1.33523822620586,1.0,up
X927,RNA7_FN1/WT,3.19364117294436,0.0002468836168916,up
X927,RNA5_TLR4/WT,3.42564476377242,3.24641937019589e-13,up
X928,Clon/WT,-1.03992475395371,1.0,down
X928,RNA7_FN1/WT,-2.99191927003177,0.0004403757033338,down
X928,RNA5_TLR4/WT,-1.58850007860155,0.0223799088819592,down
LOC105378591,Clon/WT,-1.31118230380362,1.0,down
LOC105378591,RNA7_FN1/WT,-1.04039657643931,0.987516180622393,down
LOC105378591,RNA5_TLR4/WT,1.0207853338568,0.902953427507535,up
INAFM2,Clon/WT,1.26622031973594,1.0,up
INAFM2,RNA7_FN1/WT,-1.27494629097619,0.776297829134782,down
INAFM2,RNA5_TLR4/WT,-1.18609059866511,0.22915950529385,down
TSPAN33,Clon/WT,1.15427026197052,1.0,up
TSPAN33,RNA7_FN1/WT,-1.10666994732114,0.989140379452526,down
TSPAN33,RNA5_TLR4/WT,1.1704725950551,0.493300163210627,up
C5orf64-AS1,Clon/WT,1.05003818727996,1.0,up
C5orf64-AS1,RNA7_FN1/WT,-1.54198665590119,0.473420632628052,down
C5orf64-AS1,RNA5_TLR4/WT,-1.14754151734062,0.605761966536863,down
lnc-AP000892.4.1-1,Clon/WT,1.03234157376301,1.0,up
lnc-AP000892.4.1-1,RNA7_FN1/WT,-1.0107801785342,0.999928367935626,down
lnc-AP000892.4.1-1,RNA5_TLR4/WT,-1.12841996278319,0.756449811734214,down
lnc-SCN8A-2,Clon/WT,-1.24893356279572,1.0,down
lnc-SCN8A-2,RNA7_FN1/WT,1.10779275563137,0.989140379452526,up
lnc-SCN8A-2,RNA5_TLR4/WT,1.05898222599661,0.844704994601347,up
X929,Clon/WT,-1.09914569199312,1.0,down
X929,RNA7_FN1/WT,1.12111036328553,0.984859954038798,up
X929,RNA5_TLR4/WT,-1.1474316698689,0.604307830143357,down
LOC105371899,Clon/WT,-1.20817957035498,1.0,down
LOC105371899,RNA7_FN1/WT,-2.24040427560849,0.0237318392970769,down
LOC105371899,RNA5_TLR4/WT,-1.85455786097797,0.0019817200240185,down
ARHGEF7-AS2,Clon/WT,-1.10605715670908,1.0,down
ARHGEF7-AS2,RNA7_FN1/WT,-1.02567964210312,0.999928367935626,down
ARHGEF7-AS2,RNA5_TLR4/WT,-1.12774625794331,0.649474563074212,down
lnc-TELO2-2,Clon/WT,1.07624646592409,1.0,up
lnc-TELO2-2,RNA7_FN1/WT,1.02908467773034,0.999928367935626,up
lnc-TELO2-2,RNA5_TLR4/WT,-1.34734955885324,0.356138391782298,down
NDUFV2-AS1,Clon/WT,-1.22211272584484,1.0,down
NDUFV2-AS1,RNA7_FN1/WT,1.33806152342687,0.790402772712533,up
NDUFV2-AS1,RNA5_TLR4/WT,-1.1085062346865,0.726786877644012,down
LINC01475,Clon/WT,1.08306829382517,1.0,up
LINC01475,RNA7_FN1/WT,-1.45880261730447,0.606452414373474,down
LINC01475,RNA5_TLR4/WT,-1.07523830837467,0.81437138678352,down
RAET1E-AS1,Clon/WT,-1.17299997319258,1.0,down
RAET1E-AS1,RNA7_FN1/WT,1.07452230422113,0.994661799427606,up
RAET1E-AS1,RNA5_TLR4/WT,1.14025837799144,0.661022787188504,up
X930,Clon/WT,-1.13255024812534,1.0,down
X930,RNA7_FN1/WT,1.34873325752146,0.761685819767747,up
X930,RNA5_TLR4/WT,1.1228486685726,0.628701009830284,up
X931,Clon/WT,-1.32427173187552,1.0,down
X931,RNA7_FN1/WT,-1.28092894525108,0.87802803873326,down
X931,RNA5_TLR4/WT,-1.65087944432451,0.0512232655655799,down
X932,Clon/WT,-1.06549919151564,1.0,down
X932,RNA7_FN1/WT,1.14839494713316,0.980498583965119,up
X932,RNA5_TLR4/WT,1.07585114714713,0.816606213041891,up
X933,Clon/WT,-1.25856546757167,1.0,down
X933,RNA7_FN1/WT,-4.9863344165264,1.31062369719808e-09,down
X933,RNA5_TLR4/WT,-1.82418608355989,3.42497512973178e-05,down
X934,Clon/WT,1.00838889457254,1.0,up
X934,RNA7_FN1/WT,-1.29545219599802,0.87802803873326,down
X934,RNA5_TLR4/WT,1.11544650468619,0.778238590953017,up
lnc-FAM168A-1,Clon/WT,1.74912209470169,1.0,up
lnc-FAM168A-1,RNA7_FN1/WT,-1.27802787996612,0.884549257617423,down
lnc-FAM168A-1,RNA5_TLR4/WT,1.2773865125405,0.393308784737638,up
lnc-RP11-677C1.2.1-1,Clon/WT,1.05074152651334,1.0,up
lnc-RP11-677C1.2.1-1,RNA7_FN1/WT,-1.35479356688667,0.768503932835168,down
lnc-RP11-677C1.2.1-1,RNA5_TLR4/WT,-1.09584411997478,0.763835247099453,down
lnc-CPT2-5,Clon/WT,1.22975575170137,1.0,up
lnc-CPT2-5,RNA7_FN1/WT,1.00175152065494,0.999928367935626,up
lnc-CPT2-5,RNA5_TLR4/WT,-1.05147926353115,0.873869779670637,down
LOC729558,Clon/WT,1.62559727794868,1.0,up
LOC729558,RNA7_FN1/WT,-1.30507849761331,0.844782493377124,down
LOC729558,RNA5_TLR4/WT,1.2329144530061,0.435026090352923,up
X935,Clon/WT,1.34646867699486,1.0,up
X935,RNA7_FN1/WT,1.46228609655261,0.622026834511394,up
X935,RNA5_TLR4/WT,1.96875906045234,0.0009300315313276,up
CDK3,Clon/WT,-1.06774043521368,1.0,down
CDK3,RNA7_FN1/WT,-1.44372011348373,0.532227604975716,down
CDK3,RNA5_TLR4/WT,-1.08220849723357,0.649022346504801,down
CECR3,Clon/WT,-1.07710391758548,1.0,down
CECR3,RNA7_FN1/WT,1.03408458466129,0.999685135534797,up
CECR3,RNA5_TLR4/WT,-1.22902593619958,0.385709339936746,down
LOC101927300,Clon/WT,-1.07849029742144,1.0,down
LOC101927300,RNA7_FN1/WT,-1.63511761489199,0.343628309039168,down
LOC101927300,RNA5_TLR4/WT,-1.18003455141854,0.515084945414355,down
LINC01063,Clon/WT,-1.46302156439476,1.0,down
LINC01063,RNA7_FN1/WT,-1.36206722173229,0.760508764407315,down
LINC01063,RNA5_TLR4/WT,-1.98146084542963,0.0024805870120796,down
SYP-AS1,Clon/WT,1.8342380579744,0.936097362339591,up
SYP-AS1,RNA7_FN1/WT,1.27043177943357,0.905757274236142,up
SYP-AS1,RNA5_TLR4/WT,1.87073181721668,0.0195933963983208,up
X936,Clon/WT,-1.15100718337811,1.0,down
X936,RNA7_FN1/WT,-1.719738837894,0.253279141791402,down
X936,RNA5_TLR4/WT,-1.4794508588208,0.0813352489567515,down
X937,Clon/WT,1.01735788757765,1.0,up
X937,RNA7_FN1/WT,-1.11607539214838,0.987899525180865,down
X937,RNA5_TLR4/WT,-1.2764526096969,0.424665752806656,down
SNRPD1,Clon/WT,-1.11224236074059,1.0,down
SNRPD1,RNA7_FN1/WT,1.07038929401755,0.994391133892578,up
SNRPD1,RNA5_TLR4/WT,-1.12646626595651,0.557115059514974,down
CCDC183-AS1,Clon/WT,1.02427804433401,1.0,up
CCDC183-AS1,RNA7_FN1/WT,1.16352747601629,0.980075402183124,up
CCDC183-AS1,RNA5_TLR4/WT,-1.27677970995014,0.485714224704008,down
X938,Clon/WT,-1.08794517711167,1.0,down
X938,RNA7_FN1/WT,-1.02844403819332,0.999928367935626,down
X938,RNA5_TLR4/WT,-1.34675809329594,0.331542000371121,down
lnc-PCDH12-1,Clon/WT,-1.09752442192052,1.0,down
lnc-PCDH12-1,RNA7_FN1/WT,-1.50626212177462,0.535209403557272,down
lnc-PCDH12-1,RNA5_TLR4/WT,-1.72401934997226,0.0168723550887573,down
MAGI2-AS2,Clon/WT,-1.07501626762123,1.0,down
MAGI2-AS2,RNA7_FN1/WT,-1.06774998318023,0.996608316365435,down
MAGI2-AS2,RNA5_TLR4/WT,-1.23956761274048,0.515873097459208,down
X939,Clon/WT,-1.1095813053761,1.0,down
X939,RNA7_FN1/WT,-1.14716373723635,0.980706353727404,down
X939,RNA5_TLR4/WT,-1.36785257327543,0.216637474978253,down
lnc-HLCS-1,Clon/WT,-1.04390264428114,1.0,down
lnc-HLCS-1,RNA7_FN1/WT,-1.39567780282348,0.690519535274286,down
lnc-HLCS-1,RNA5_TLR4/WT,1.05166094154646,0.858299951768198,up
lnc-FKBP3-3,Clon/WT,-1.12634912091973,1.0,down
lnc-FKBP3-3,RNA7_FN1/WT,-1.0570197715122,0.998061882189167,down
lnc-FKBP3-3,RNA5_TLR4/WT,-1.01095935487131,0.967270616234352,down
X940,Clon/WT,-1.3708654376619,1.0,down
X940,RNA7_FN1/WT,1.60533688721145,0.374134024156057,up
X940,RNA5_TLR4/WT,1.20546743078878,0.410597863269058,up
lnc-CARHSP1-1,Clon/WT,-1.05426433466938,1.0,down
lnc-CARHSP1-1,RNA7_FN1/WT,1.06529247457011,0.997329379277138,up
lnc-CARHSP1-1,RNA5_TLR4/WT,-1.35861767037816,0.285958294593798,down
X941,Clon/WT,-1.25607061591705,1.0,down
X941,RNA7_FN1/WT,-1.00814141754502,0.999928367935626,down
X941,RNA5_TLR4/WT,1.0453200151004,0.868848153311888,up
lnc-PHYHD1-1,Clon/WT,-1.1610897201801,1.0,down
lnc-PHYHD1-1,RNA7_FN1/WT,1.34232877485459,0.827207295614111,up
lnc-PHYHD1-1,RNA5_TLR4/WT,1.37388211129095,0.322550947323896,up
GPR182,Clon/WT,-1.16222592050407,1.0,down
GPR182,RNA7_FN1/WT,1.10742579982446,0.991067478645566,up
GPR182,RNA5_TLR4/WT,-1.1052393265363,0.772558638305995,down
lnc-MEGF10-1,Clon/WT,-1.11092260868303,1.0,down
lnc-MEGF10-1,RNA7_FN1/WT,-1.01723881910775,0.999928367935626,down
lnc-MEGF10-1,RNA5_TLR4/WT,1.01471192825007,0.953542517361001,up
LOC105373813,Clon/WT,-1.238492901664,1.0,down
LOC105373813,RNA7_FN1/WT,-1.39451087046225,0.740223385059011,down
LOC105373813,RNA5_TLR4/WT,-1.36993250437958,0.301001791480018,down
lnc-MKL1-1,Clon/WT,-1.0053965199986,1.0,down
lnc-MKL1-1,RNA7_FN1/WT,1.07603923098664,0.993809511887536,up
lnc-MKL1-1,RNA5_TLR4/WT,1.03069961870542,0.922453948199421,up
RUVBL1-AS1,Clon/WT,-1.04606940523506,1.0,down
RUVBL1-AS1,RNA7_FN1/WT,-1.07693763586521,0.993809511887536,down
RUVBL1-AS1,RNA5_TLR4/WT,1.07424074065974,0.745635400491966,up
X942,Clon/WT,-1.12567238076578,1.0,down
X942,RNA7_FN1/WT,1.00897258985691,0.999928367935626,up
X942,RNA5_TLR4/WT,-1.11948026624978,0.560014585058551,down
PAQR9-AS1,Clon/WT,-1.1956657990754,1.0,down
PAQR9-AS1,RNA7_FN1/WT,-1.22031880972838,0.925194685352447,down
PAQR9-AS1,RNA5_TLR4/WT,-1.76323924101652,0.002254928841177,down
lnc-C1orf31-1,Clon/WT,-1.02924407362607,1.0,down
lnc-C1orf31-1,RNA7_FN1/WT,1.01781852377005,0.999928367935626,up
lnc-C1orf31-1,RNA5_TLR4/WT,1.07887912459412,0.735465139422495,up
lnc-FAM168A-2,Clon/WT,-1.04531215014048,1.0,down
lnc-FAM168A-2,RNA7_FN1/WT,1.10842472742587,0.991067478645566,up
lnc-FAM168A-2,RNA5_TLR4/WT,1.04376720048408,0.912335282193981,up
lnc-PRDX6-1,Clon/WT,1.09908398340005,1.0,up
lnc-PRDX6-1,RNA7_FN1/WT,1.02207236275286,0.999928367935626,up
lnc-PRDX6-1,RNA5_TLR4/WT,1.08203835825407,0.815888398727846,up
DGAT1,Clon/WT,-1.02136758259469,1.0,down
DGAT1,RNA7_FN1/WT,-1.41797480862149,0.657742694863429,down
DGAT1,RNA5_TLR4/WT,-1.06891219616996,0.811771515964898,down
X943,Clon/WT,-1.04425210050277,1.0,down
X943,RNA7_FN1/WT,1.21080622851317,0.949003142966545,up
X943,RNA5_TLR4/WT,-1.0632680149871,0.871724847406724,down
lnc-NDE1-1,Clon/WT,-1.23602801881325,1.0,down
lnc-NDE1-1,RNA7_FN1/WT,-1.14932697869372,0.977475237277806,down
lnc-NDE1-1,RNA5_TLR4/WT,-1.23776959927508,0.206220831929752,down
lnc-GBP5-2,Clon/WT,1.10463097784449,1.0,up
lnc-GBP5-2,RNA7_FN1/WT,1.18605088415292,0.961326419638895,up
lnc-GBP5-2,RNA5_TLR4/WT,1.20632630460157,0.460934568001275,up
SLC38A6,Clon/WT,-1.05533793215502,1.0,down
SLC38A6,RNA7_FN1/WT,1.50837144762295,0.506045413430474,up
SLC38A6,RNA5_TLR4/WT,1.35546917058879,0.110850945711448,up
X944,Clon/WT,-1.54024014174953,1.0,down
X944,RNA7_FN1/WT,1.97382292199239,0.0726030443398338,up
X944,RNA5_TLR4/WT,-1.86711535389914,0.0001663463567042,down
LINC02323,Clon/WT,-1.03296255641572,1.0,down
LINC02323,RNA7_FN1/WT,1.20327886726144,0.948333042869485,up
LINC02323,RNA5_TLR4/WT,-1.02959463963759,0.934843952795109,down
lnc-AP3M1-1,Clon/WT,-1.13764283341882,1.0,down
lnc-AP3M1-1,RNA7_FN1/WT,1.57474705690461,0.457430137955743,up
lnc-AP3M1-1,RNA5_TLR4/WT,2.07601005828695,0.0002577298172114,up
NDUFB2-AS1,Clon/WT,-1.02550519324571,1.0,down
NDUFB2-AS1,RNA7_FN1/WT,-1.07745527151978,0.993809511887536,down
NDUFB2-AS1,RNA5_TLR4/WT,-1.40859786770673,0.113767693173745,down
lnc-ADD1-1,Clon/WT,-1.05316416166206,1.0,down
lnc-ADD1-1,RNA7_FN1/WT,-1.45632080922408,0.560219685498159,down
lnc-ADD1-1,RNA5_TLR4/WT,-1.24772810003715,0.226060095659247,down
X945,Clon/WT,-1.04352922720872,1.0,down
X945,RNA7_FN1/WT,-1.06934496806536,0.994661799427606,down
X945,RNA5_TLR4/WT,1.10017421066742,0.652942475087024,up
SLC2A13,Clon/WT,1.07965780496053,1.0,up
SLC2A13,RNA7_FN1/WT,1.46094248220376,0.600002674518017,up
SLC2A13,RNA5_TLR4/WT,1.00850743880472,0.98191845753436,up
LOC221946,Clon/WT,-1.23868574668129,1.0,down
LOC221946,RNA7_FN1/WT,1.00648690917777,0.999928367935626,up
LOC221946,RNA5_TLR4/WT,-1.91737967579857,0.0200756843821906,down
X946,Clon/WT,1.00363536286873,1.0,up
X946,RNA7_FN1/WT,1.13826400891033,0.982045888247448,up
X946,RNA5_TLR4/WT,-1.05488741937456,0.855277055627298,down
MGC16275,Clon/WT,1.07349813631238,1.0,up
MGC16275,RNA7_FN1/WT,1.07505141518919,0.996191444816485,up
