"gene_symbol","module","classification_note","evidence_key"
"PGK1","glycolysis inflammatory metabolism","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"PLA2G4A","arachidonic acid inflammation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"PTGS2","COX2 prostaglandin inflammation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"RELA","NF-kB TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"S100A8","alarmin","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"S100A9","alarmin","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"STAT1","IFN/M1 TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"STAT2","IFN TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"STAT4","Th1 TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TBK1","TLR kinase","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TFRC","iron uptake inflammatory context","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TLR2","TLR","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TLR4","TLR","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TLR7","TLR","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TLR8","TLR","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TNF","TNF cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TNFRSF1A","TNF receptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TNFSF10","TRAIL inflammatory cytotoxic ligand","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TRAF6","TLR/TNF adaptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"VCAM1","adhesion/inflammation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
